,xHe,0.5,2,4,7,10
1,0.0433703703703703,-0.0524662184485738,-0.04848155,-0.04506684,-0.0118222180755729,0.0034369636087218
2,0.0507777777777777,-0.0577400766983569,-0.05271437,-0.04537246,-0.0113026694537756,0.0048608142403645
3,0.0581851851851851,-0.0629850159673761,-0.05950088,-0.04577143,-0.0108208267724694,0.00559534526751
4,0.0655925925925925,-0.0673920151892888,-0.06413972,-0.04651249,-0.0101003802842498,0.0065335978356594
5,0.073,-0.0709477497863142,-0.06649963,-0.04722276,-0.0093749557953444,0.0081208042635925
6,0.0804074074074074,-0.0743465514557861,-0.07048883,-0.04825692,-0.0086748983738986,0.0102904053458827
7,0.0878148148148148,-0.0774767431386562,-0.07629581,-0.0488955,-0.0080696379830511,0.011814293091906
8,0.0952222222222222,-0.0803139348215262,-0.07823487,-0.05011334,-0.0077024452854732,0.0138566456163793
9,0.1026296296296296,-0.0830770662550026,-0.0835356,-0.05151091,-0.0072801083997817,0.0153640457594415
