,task_name,mean_f,std_f_chen,std_f_veclength,RMSE_this,temp,pres,RMSE_dptest
0,task.002.000001,4.1915543304570955,2.717453170396418,4.706766958315722,0.2785849962940114,8000.0,1500000,0.1794747
1,task.002.000002,2.841569589396149,1.8944786707062713,3.281333311518808,0.15711370684543538,5000.0,500000,0.278585
2,task.002.000004,7.229509394191395,4.3926750154795124,7.608336307948918,0.6405256336354948,8000.0,9000000,0.1571137
3,task.002.000005,3.17537608359155,2.2185667884443183,3.8426703975704712,0.14953857410731355,5000.0,1000000,0.2684321
4,task.002.000006,9.822517538166,6.601442527519088,11.434033860908965,0.7433126950015924,8000.0,10000000,0.6405256
5,task.002.000008,3.1017024490623224,2.151333205356128,3.726218415686821,0.1518504783716193,2000.0,2500000,0.1495386
6,task.002.000012,7.107463170170048,4.625372052416981,8.011379398695347,0.4419897576904535,5000.0,10500000,0.7433127
7,task.002.000016,4.8866645754276945,3.068156515308769,5.314202970088265,0.25841800924201247,4000.0,5000000,0.2707593
8,task.002.000026,6.211843206714809,3.978795367883342,6.891475730093651,0.35215326641764955,11000.0,3500000,0.1518505
9,task.002.000027,5.917651384052663,3.968345889628159,6.873376702843086,0.4491951378053414,6000.0,5500000,0.2920075
10,task.002.000028,5.600838381558238,3.5414205216168857,6.133920274407519,0.4777945368049989,4000.0,9000000,0.1737735
11,task.002.000032,3.8665762510221606,2.5593956650961975,4.433003328618153,0.1743300494080658,4000.0,2500000,1.130426
12,task.002.000033,1.9545024658612633,1.27744477532455,2.212599254725527,0.09377119020617088,2000.0,1000000,0.4419898
13,task.002.000035,7.017498687370895,4.640101520582639,8.036891585926734,0.6895523879910367,6000.0,8000000,0.5543288
14,task.002.000039,6.045775509342506,3.7816419991915278,6.5499960786360685,0.4075894716971025,4000.0,10500000,0.6290105
15,task.002.000040,6.322203880042072,4.521760940240625,7.831919688177183,0.461412874716051,12000.0,4000000,0.1885496
16,task.002.000045,4.6305504737846155,2.934623641629485,5.082917248395069,0.7825719111738026,4000.0,4500000,0.258418
17,task.002.000046,7.982136925893598,5.637150732813733,9.763831479157513,0.48412951747868543,11000.0,2500000,0.3710614
18,task.002.000049,2.113936713320845,1.3753771820581595,2.3822231588956413,0.10597961417718196,3000.0,500000,0.196291
19,task.002.000050,7.4410798868024175,5.116060085296285,8.861276002308328,0.5400217303927496,9000.0,8500000,0.1368239
20,task.002.000052,6.938732073803876,4.516804307464377,7.823334548374258,0.4626005047400957,8000.0,6000000,0.2215998
21,task.002.000053,4.095429550956303,2.524016698223556,4.371725160475441,0.24590850083762827,4000.0,3500000,0.3429594
22,task.002.000054,4.941733751389477,3.1754190133856093,5.499987066504112,0.4330886708426039,5000.0,4500000,0.534438
23,task.002.000058,8.714597044800055,5.53362094446182,9.58451262563515,0.5378993151828732,12000.0,8000000,0.6585891
24,task.002.000059,6.122595799096397,3.918690705652977,6.787371401338893,0.7547738170194214,8000.0,5000000,0.2139252
25,task.002.000060,4.9155627845136465,3.1973155146802807,5.537912919254481,0.4247145909454705,9000.0,1500000,0.3333563
26,task.002.000065,6.586870275603082,4.220892439163367,7.310800157914277,0.4287503459818029,4000.0,10500000,0.3521533
27,task.002.000067,7.722205702099449,5.015893711903,8.687782754381244,0.43506684201882967,10000.0,5500000,0.4491951
28,task.002.000069,6.790545863360841,4.592336436221013,7.954160032984584,0.5358717364285273,10000.0,4000000,0.4777945
29,task.002.000072,6.422768356414133,4.200777116128361,7.275959396406986,0.7670243203049728,7000.0,6500000,0.7834858
30,task.002.000073,2.130895986018089,1.4182594521044458,2.456497429359698,0.2571932602783088,10000.0,500000,0.6073315
31,task.002.000076,9.178213056140063,5.889085979453556,10.200196126555085,0.4785425018280848,8000.0,10000000,0.2921942
32,task.002.000077,9.399352273067269,6.240987569556141,10.809707559877037,0.6880343368718497,9000.0,8500000,0.17433
33,task.002.000078,3.2403364455470642,2.14350921007471,3.712666858341225,0.29200766686542534,2000.0,5500000,0.09377119
34,task.002.000081,8.740567000233446,5.88155488458399,10.187151887604374,0.4997148695477552,9000.0,7000000,0.2720308
35,task.002.000082,8.83662954091671,5.614260846112906,9.724185032412185,0.5529708696473395,8000.0,10000000,0.6895524
36,task.002.000087,4.47746791006032,3.1661322528308884,5.483901925385607,0.28000650269087163,5000.0,4000000,0.3609081
37,task.002.000090,2.4313619669291873,1.5181746199283137,2.629555576477404,0.3347456154936172,1000.0,6000000,0.1514617
38,task.002.000096,3.6335977439818157,2.3854489388675706,4.131718760979896,0.162743891379068,4000.0,2000000,0.7972124
39,task.002.000097,2.383139117813389,1.5052601874113785,2.6071871232071575,0.3096299165680476,1000.0,4500000,0.4075895
40,task.002.000099,7.931571356358995,5.069997628840585,8.781493487405626,0.47528334882126066,6000.0,9000000,0.4614129
41,task.002.000101,2.8407463815698017,1.7525746691785837,3.0355483710755236,0.23969030902835337,1000.0,8500000,0.5036085
42,task.002.000103,9.607662407473024,6.45694286230003,11.183753099072867,0.5659520847676209,11000.0,6000000,0.384574
43,task.002.000104,10.018557880944163,6.524864468572741,11.30139677206889,0.7818605110051926,12000.0,10500000,0.2161018
44,task.002.000109,2.632792088285755,1.6979701565819298,2.940970580935583,0.2977148301085402,1000.0,7000000,0.7106652
45,task.002.000110,5.215616712666259,3.2510199541054066,5.630931736930803,0.4237057909144113,6000.0,10000000,0.7825719
46,task.002.000111,2.288356012344315,1.5941889581542938,2.761216272388532,0.10514207158232705,3000.0,1000000,0.4841295
47,task.002.000112,9.074888796700147,5.896639131626082,10.2132785698752,0.5801299543756897,5000.0,10000000,0.3979456
48,task.002.000113,8.00598005313781,5.571363552380353,9.6498847401602,0.3740493893779256,12000.0,4000000,0.6334475
49,task.002.000114,6.70552696381708,4.723090769736347,8.18063318194295,0.44034109325959453,10000.0,3000000,0.1059796
50,task.002.000115,6.3013918285453325,3.983075744508224,6.898889559883475,0.6241403232351151,4000.0,10000000,0.5400217
51,task.002.000116,9.38024834000517,6.234625781974594,10.798688620558837,0.6915601819167104,11000.0,9500000,0.2826148
52,task.002.000117,7.034475716423925,4.465824841409257,7.735035523024058,0.5140353672646848,7000.0,7000000,0.4626005
53,task.002.000118,7.046051086090017,4.314160946460951,7.472345951299801,0.5104284367813547,7000.0,6500000,0.2459085
54,task.002.000120,6.970895874268378,4.556831874678561,7.892664328492602,0.46061387968893797,11000.0,5000000,0.4330887
55,task.002.000121,4.534905806512518,2.948060348063688,5.1061903066254954,0.4566036226941848,2000.0,10500000,0.1885266
56,task.002.000124,3.1166457212699687,1.9259026586067745,3.3357612551389115,0.154234076577455,3000.0,2000000,0.4197718
57,task.002.000126,9.898134133332578,7.009593790118154,12.140972584903936,0.5400127871709136,12000.0,8000000,0.7983047
58,task.002.000128,5.670764428814222,3.5870958499351624,6.213032263707166,0.558995296263245,10000.0,7000000,0.5378993
59,task.002.000129,8.098928976538145,5.4207110591585295,9.388946967613073,0.5084296916699013,12000.0,5500000,0.7547738
60,task.002.000131,4.43261128064539,2.9404338557707845,5.092980834490652,0.35446543274687475,11000.0,2000000,0.4247146
61,task.002.000135,7.683268739270396,4.873641331396119,8.441394403845706,0.6331066069606222,6000.0,10500000,0.6117552
62,task.002.000138,6.877121951304018,4.556255154978357,7.891665420670126,0.6691224594123995,11000.0,7500000,0.2434875
63,task.002.000139,5.966886693946697,3.799293463226224,6.5805693111721375,0.349875739765552,3000.0,8000000,0.664088
64,task.002.000141,2.558391928372565,1.5549875184162723,2.6933173870324274,0.26580643352658195,1000.0,10000000,0.300816
65,task.002.000142,7.406508597598311,4.646548829554863,8.048058652638723,0.4886399434780443,9000.0,5000000,0.4287503
66,task.002.000143,7.440635352064737,4.650466146269787,8.054843644218309,0.8440911269841036,8000.0,4000000,0.7423362
67,task.002.000146,4.8007531380913955,3.6556104177996027,6.331702976307002,0.26260253060453875,7000.0,2000000,0.4350668
68,task.002.000147,6.28044031990053,3.986719888975147,6.905201403250309,0.2716255116488885,9000.0,3500000,0.6618962
69,task.002.000149,8.48892339134917,5.630598464335575,9.75248261724851,0.4160425877432012,9000.0,5500000,0.5358717
70,task.002.000155,4.587938524237799,2.8706414088323036,4.972096770408651,0.3328047980252227,5000.0,6000000,0.2241644
71,task.002.000156,6.744114878106353,4.350449967791207,7.535200380000757,0.3462051403746032,4000.0,8000000,0.8068276
72,task.002.000162,2.556161657721492,1.627604589987541,2.819093844490732,0.25237232201135384,1000.0,10000000,0.7670243
73,task.002.000163,3.640231347936794,2.3271416190922283,4.0307275206758355,0.2635419351621038,6000.0,2000000,0.2571933
74,task.002.000164,3.6988670061455844,2.40724069646491,4.169463192324715,0.15484038286108703,11000.0,1500000,0.949686
75,task.002.000165,7.912385579863847,4.966248331335161,8.601794432876654,0.6436832446765428,10000.0,9000000,0.161933
76,task.002.000166,2.999465637716258,1.8978719278804708,3.2872106053476706,0.10987730951253558,6000.0,500000,0.4785425
77,task.002.000167,3.601740021614188,2.2195291793454057,3.8443373075078977,0.19490788865190825,3000.0,4000000,0.6880343
78,task.002.000168,7.1565072368745755,4.490871106415223,7.778416926554223,0.6322221767396782,8000.0,8500000,0.2920077
79,task.002.000169,4.118946178725957,2.5784713442263887,4.466043374060526,0.4387230544002901,9000.0,2000000,0.140536
80,task.002.000171,2.1292125595331624,1.3893148215096995,2.406363858563285,0.2948181356617821,1000.0,3000000,0.4351957
81,task.002.000172,4.150526968612129,2.7597984821759414,4.780111189780202,0.40943812420001524,6000.0,2000000,0.4997149
82,task.002.000173,5.079440712043639,3.912605602196466,6.776831692982901,0.14921978622163765,10000.0,1000000,0.5529709
83,task.002.000174,7.303310336093526,4.867828525789055,8.431326329199749,0.2646417388239127,6000.0,4000000,0.4648272
84,task.002.000175,6.946010511626925,4.7033355678722675,8.146416168600584,0.25984844668624807,6000.0,4000000,0.1584523
85,task.002.000178,7.722334250629252,4.880528920684063,8.453324058434092,0.43675484276135207,11000.0,3500000,0.119942
86,task.002.000179,4.425046051119564,2.6891426774551195,4.657731746154072,0.325305000915761,2000.0,10000000,0.2298516
87,task.002.000181,6.953623328766651,4.649846323012965,8.05377007884578,0.6396760551070918,7000.0,6000000,0.2800065
88,task.002.000184,9.897715379125293,6.9265727049091925,11.99717584722251,0.5242344566325972,11000.0,6000000,0.5173589
89,task.002.000185,8.854843935601219,5.833636873423959,10.104155457677546,0.6226525587426089,6000.0,10500000,0.1596483
90,task.002.000186,6.7891595844821975,4.38194655758417,7.589754073787322,0.4408995955223535,5000.0,5000000,0.3347456
91,task.002.000187,6.514413489189534,4.769549916971344,8.261102785430287,0.33860387031468286,7000.0,5000000,0.3249758
92,task.002.000191,7.079383728565916,4.3965501166014365,7.615048179976561,0.7542350871407018,9000.0,8000000,0.2765817
93,task.002.000192,2.5105674833778564,1.592575712197526,2.758422048426302,0.13840780801845662,3000.0,1500000,0.34219
94,task.002.000193,2.3539062670160233,1.4757036938655834,2.555993774692259,0.26090801494614346,1000.0,6000000,0.2008383
95,task.002.000194,6.905051251130763,4.438425749382853,7.687578903553068,0.44443861449735905,12000.0,4000000,0.2805279
96,task.002.000199,7.659881741292986,5.600537722143313,9.700415884458286,0.5265831214506326,9000.0,6500000,0.1627439
