,task_name,mean_f,std_f_chen,std_f_veclength,RMSE_this,temp,pres,RMSE_dptest
0,task.003.000000,4.432832968120688,2.9638512605328464,5.1335409693199505,0.7802612699225241,5000.0,1500000,0.7802613
1,task.003.000001,6.333662720891532,3.9547768927837668,6.849874510900857,0.4641723991364433,5000.0,9500000,0.4641724
2,task.003.000002,5.997717239012623,3.7189625027745126,6.441432006248967,0.5302175943017906,5000.0,10500000,0.5302176
3,task.003.000004,8.062651128155213,5.4071769419224145,9.36550518892453,0.44111210970347847,11000.0,3000000,0.6790283
4,task.003.000006,7.042393671452663,4.734969314150479,8.20120742438819,0.5553883771578856,5000.0,9000000,0.4411121
5,task.003.000011,6.520278255865086,4.406008186891208,7.631430038260001,0.4740852224238608,8000.0,9500000,0.6459489
6,task.003.000012,5.652839858951099,3.632070498356345,6.2909306398252,0.5527632062590935,6000.0,4500000,0.5553884
7,task.003.000013,2.377168538111486,1.5343400754144092,2.6575549667068183,0.13974919088900492,2000.0,2000000,0.6074601
8,task.003.000014,4.544863341310937,3.0000152305553005,5.1961788028022395,0.37597934236626407,3000.0,8000000,0.4871459
9,task.003.000015,10.505409023980436,6.81709967014848,11.8075629889582,0.6603260722678913,12000.0,8500000,0.2928389
10,task.003.000018,8.952583535716203,5.8346387323109115,10.105890728171765,0.735492959883278,12000.0,8000000,0.4725734
11,task.003.000022,11.534479518471572,7.435482818728188,12.87863402084267,0.7123468069564183,11000.0,9500000,0.4740852
12,task.003.000023,6.142002436304815,4.140452619860493,7.17147430393004,0.6063135591583778,9000.0,3500000,0.5527632
13,task.003.000024,3.6050132586862014,2.2494711998160333,3.8961984082442918,0.2534401183832694,2000.0,3500000,0.1397492
14,task.003.000027,7.668191518540906,4.971410791745649,8.610736076599682,0.7801084376274897,10000.0,6500000,0.3759793
15,task.003.000032,9.836667251612514,6.362903358406506,11.020871900410707,0.677186797696375,12000.0,10500000,0.6603261
16,task.003.000033,3.7918790156990596,2.3660788833471553,4.098168840673107,0.35297237683200716,2000.0,7000000,0.6755498
17,task.003.000034,7.184833216189706,4.567229714790339,7.910673915855179,0.5582161912869049,10000.0,9500000,0.4812692
18,task.003.000036,7.577015698227198,5.0662064814431265,8.774927027494249,0.5415108733310114,6000.0,7500000,0.735493
19,task.003.000039,6.244757182221076,3.906310555942078,6.765928353034307,0.44757615063872386,8000.0,5000000,0.479923
20,task.003.000040,8.628931609922805,5.863372746242171,10.155659500206099,0.5634693182690107,11000.0,7500000,0.2929436
21,task.003.000041,2.6627756983744773,1.6672890420410935,2.887829331718015,0.45395490491709595,1000.0,8500000,0.342699
22,task.003.000042,5.286559955599884,3.2586588114578365,5.644162625976982,0.5857183456834613,5000.0,8500000,0.7123468
23,task.003.000043,8.437819906879836,5.507461702910141,9.539203490180173,0.4520368448116905,10000.0,6000000,0.6063136
24,task.003.000045,2.452469120340368,1.5001944460618784,2.5984130018118208,0.18155599263361977,1000.0,4000000,0.2534401
25,task.003.000047,4.0012640155569965,2.5155412065905423,4.357045178347937,0.5403637101758332,2000.0,7000000,0.3546435
26,task.003.000048,6.099014222980293,4.025882474987786,6.973032991979984,0.6366536550110322,5000.0,5000000,0.7483529
27,task.003.000049,4.253431946657739,2.8467867817588997,4.930779344321907,0.6166313448829313,9000.0,1500000,0.7801084
28,task.003.000050,3.3741530726652558,2.1861041399559857,3.7864434410404293,0.27713787042181093,2000.0,5000000,0.3848004
29,task.003.000051,6.34250935055461,4.027300342572597,6.975488810675284,0.591744342040319,5000.0,8500000,0.5555679
30,task.003.000056,4.899996248972366,3.002367474587092,5.200253008977103,0.3683782151133364,2000.0,9500000,0.7869399
31,task.003.000057,5.462701651094683,3.3832985025485804,5.860044903585841,0.54745137647365,4000.0,10500000,0.3409341
32,task.003.000058,1.5052356788283154,1.1460820486323982,1.9850723378739383,0.10013230872192752,2000.0,500000,0.6771868
33,task.003.000059,10.326829271632977,6.452480962715336,11.176024862293904,0.5344739748389747,11000.0,10000000,0.3529724
34,task.003.000060,3.1510508461198543,2.2543941962190455,3.9047252881397876,0.2692347785465123,10000.0,500000,0.5582162
35,task.003.000066,7.839827925426303,5.044937859388294,8.738088693488299,0.5635768870291035,8000.0,8000000,0.4812944
36,task.003.000067,8.28907888234918,5.639203319505322,9.767386663594287,0.6170397263631153,12000.0,5500000,0.5415109
37,task.003.000068,3.4857471042178036,2.1262284485857395,3.6827357014488507,0.4518663197140415,2000.0,8500000,0.3005211
38,task.003.000069,5.295887955578676,3.6013828355839665,6.237778048737901,0.49937183849269967,7000.0,3500000,0.06174105
39,task.003.000070,5.1907599540994385,3.3708499938891006,5.838483454109161,0.4937570804193568,10000.0,4000000,0.4475762
40,task.003.000074,5.557938777604085,3.6831193380153513,6.379349823782037,0.23038582416029574,11000.0,1500000,0.5634693
41,task.003.000075,3.363997492878312,2.191560754078302,3.7958945739375807,0.23418492774341737,2000.0,5500000,0.4539549
42,task.003.000077,8.21451797303111,5.22122617348842,9.043429010290374,0.756575062530507,12000.0,10500000,0.5857183
43,task.003.000079,8.544482967085647,5.588511148096143,9.679585247167598,0.6561458444164276,10000.0,10500000,0.4520368
44,task.003.000080,3.343382686100244,2.3110788675291256,4.002906018859188,0.17264282565493935,4000.0,1500000,0.322768
45,task.003.000081,4.728738234613506,2.9560683133142245,5.120060509304672,0.6512844265620499,3000.0,7000000,0.181556
46,task.003.000082,6.69064392503567,4.081557617191983,7.069465166996277,0.6897810698080946,5000.0,10000000,0.3816287
47,task.003.000083,4.0287462874854585,2.5612160049462203,4.436156249725434,0.5063026997337501,2000.0,10500000,0.5403637
48,task.003.000085,2.192908978174055,1.4248703727897805,2.4679478798715064,0.14139069911419985,6000.0,500000,0.6366537
49,task.003.000086,4.885518741900642,3.1953974063134485,5.534590658108704,0.5239827915300028,7000.0,3000000,0.6166313
50,task.003.000088,2.207593697116649,1.356142486005651,2.3489076880645525,0.1812699035703109,1000.0,3000000,0.2771379
51,task.003.000089,2.936106512437289,1.7609321321782319,3.050023921613291,0.6132226520349949,1000.0,8500000,0.5917443
52,task.003.000091,6.50993659144242,4.280459038396869,7.413972534220795,0.6367623385230381,9000.0,7500000,0.4779242
53,task.003.000098,3.8239125058416907,2.437087208338105,4.221158867317795,0.32007980749704174,2000.0,8000000,0.3586795
54,task.003.000101,5.984549277584172,3.7244236296296753,6.4508909554286875,0.5602902494129901,11000.0,5000000,0.3870157
55,task.003.000102,6.655171599212772,4.362906614798604,7.556775925509518,0.5653758811763497,12000.0,4500000,0.7936425
56,task.003.000103,4.230325453218055,2.6232179786185417,4.543546818295442,0.3354398139646067,6000.0,2500000,0.3683782
57,task.003.000105,6.578125661608111,4.0088723906202635,6.943570661614402,0.4780752596046205,4000.0,8000000,0.5474514
58,task.003.000106,6.520972668671361,4.051566646565029,7.017519282102087,0.9366298492375231,5000.0,8500000,0.1001323
59,task.003.000107,5.166746241667177,3.3970617800103176,5.883883599428239,0.6495147047856588,8000.0,7000000,0.534474
60,task.003.000108,5.885238854807645,4.003129273365394,6.9336232907351425,0.6246355444635368,7000.0,2500000,0.2692348
61,task.003.000109,6.616647805742678,4.200212835089395,7.274982032977749,0.6803714800840114,4000.0,10000000,0.7213838
62,task.003.000110,5.994127820019302,3.684963947946805,6.382544781903461,0.5406605388084453,9000.0,3500000,0.2278966
63,task.003.000111,7.43311524568215,4.583424493951866,7.938724096180302,0.723239933625195,7000.0,10000000,0.2035123
64,task.003.000112,4.469975018542398,2.7880689336385696,4.82907704806638,0.7822997935816577,5000.0,3000000,0.6816343
65,task.003.000113,2.5969633505221816,1.7825637582499227,3.087490997019792,0.224351389095691,4000.0,500000,0.5693695
66,task.003.000114,4.374571704559958,2.7271508432425424,4.72356382040039,0.3390434256058206,9000.0,2500000,0.5635769
67,task.003.000115,5.634825996063023,3.9978461437190544,6.9244726417647104,0.45389949450402095,8000.0,1500000,0.6170397
