,nNB,x
0,5,0.942225827697547
1,10,0.9482061559913425
2,20,0.9338383883186814
3,40,0.9173493382002292
4,60,0.9050200403448819
5,80,0.8954181829902226
6,100,0.8875109154613869
7,150,0.8680523413623381
8,200,0.8509642533020263
9,250,0.8358726235369129
10,300,0.8216096800631351
11,400,0.796722647080197
12,500,0.7759700738472977
13,600,0.7582342267921646
14,700,0.7433701123890613
15,800,0.7307780822503529
