,task_name,mean_f,std_f_chen,std_f_veclength,RMSE_this,temp,pres,RMSE_dptest
0,task.010.000000,6.944435997557375,4.456640269264152,7.719127377422951,0.491656034012604,9000.0,7000000,0.491656
1,task.010.000001,3.7598251852840128,2.4631068535222638,4.266226214771674,0.48839796857746,5000.0,7000000,0.488398
2,task.010.000002,4.981955962842475,3.1732557426929078,5.496240171753827,0.4321695729843066,12000.0,4500000,0.4321696
3,task.010.000004,6.76454978759977,4.9841133127625294,8.632737488385134,0.5027499303715178,9000.0,5000000,0.3567232
4,task.010.000005,3.5739113941819,2.90693704775801,5.034962661121146,0.37404233499638595,12000.0,1500000,0.5027499
5,task.010.000010,1.8580734419770233,1.15545766901554,2.0013113887300187,0.4682118748000515,1000.0,2500000,0.3740423
6,task.010.000012,3.7287900483262675,2.465120980176786,4.269714784470184,0.42467771333144083,5000.0,6500000,0.2002721
7,task.010.000015,3.364503173316638,2.2748276085839816,3.940116996527864,0.4636982980876892,8000.0,3000000,0.5007209
8,task.010.000020,4.1425939925267175,2.640789843815122,4.5739821815996695,0.4754007946199161,10000.0,5500000,0.4900615
9,task.010.000026,5.349835646801153,3.3437589717363227,5.791560427311576,0.5016745731141207,9000.0,6500000,0.4647281
10,task.010.000027,3.493399329667546,2.3780419962144754,4.118889559975986,0.47417913363119835,7000.0,2000000,0.4682119
11,task.010.000033,2.292627695570451,1.5166372058591167,2.6268926971972877,0.5433812629743756,7000.0,500000,0.5762172
12,task.010.000036,4.675376900832556,3.2137233242225256,5.566332079022561,0.4990803422697806,12000.0,2000000,0.4246777
13,task.010.000037,3.28420212691442,2.3056652948824663,3.9935294359847098,0.22355062822690702,10000.0,500000,0.3368765
14,task.010.000038,2.9703651459072513,1.900126813170315,3.291116181234921,0.46531200715412613,3000.0,6500000,0.4538877
15,task.010.000041,1.9769609407329323,1.2347031126004393,2.1385685232873963,0.34057113774252656,10000.0,1500000,0.4636983
16,task.010.000050,4.2070079459885354,2.7854951534445425,4.824619130002812,0.4884612258402354,4000.0,8500000,0.5008896
17,task.010.000051,3.3478731993768855,2.629559468838849,4.554530601552716,0.32572219563431004,9000.0,1000000,0.4221547
18,task.010.000052,2.5697424748743294,1.6214841963199065,2.8084930116960662,0.5067391601232477,1000.0,10500000,0.5702426
19,task.010.000053,5.03570552533914,3.132750446261618,5.426082940359196,0.3868674965447422,12000.0,5000000,0.3854008
20,task.010.000054,2.5867022089987493,1.8226769984260007,3.15696916706097,0.275189898902258,12000.0,500000,0.4754008
21,task.010.000057,2.1894717086200375,1.427705159113388,2.472857873812595,0.43607225515041675,3000.0,500000,0.4837631
22,task.010.000060,4.38663417414338,2.8055384789576725,4.859335188144198,0.4538408477630085,3000.0,7500000,0.3037013
23,task.010.000061,4.5222910361293005,3.269036735953059,5.662137718479823,0.37578728950009077,10000.0,2000000,0.4360305
24,task.010.000062,2.7505117229770977,1.9069188213495651,3.3028802844868057,0.445224857523562,6000.0,3000000,0.4701765
25,task.010.000063,5.250819530777266,3.404521541864968,5.896804285972857,0.4951865262506608,7000.0,8500000,0.4533908
26,task.010.000064,2.418884913907849,1.4923183757178817,2.5847712478120313,0.3980015570620621,3000.0,500000,0.5016746
27,task.010.000065,2.400821026907033,1.515807805945893,2.625456134407791,0.44537930959915273,2000.0,4500000,0.4741791
28,task.010.000066,3.7218966950763397,2.3690331102491884,4.1032857117645145,0.355933295132199,10000.0,4500000,0.4545007
29,task.010.000067,5.401109453514726,3.6472369216090046,6.317199655467903,0.5505336854914963,8000.0,9000000,0.4692518
30,task.010.000068,5.201030700371581,3.23315468612583,5.599988185099342,0.4405154551235166,4000.0,9500000,0.3355701
31,task.010.000069,2.1304577684190114,1.4124196477826618,2.4463825915681072,0.47648044084615954,4000.0,500000,0.4981855
32,task.010.000071,5.257738259775626,3.410352358692648,5.906903556968026,0.49227438283809993,6000.0,10500000,0.3842102
33,task.010.000073,2.407170839493645,1.4883938215291743,2.577973720560132,0.40826485482843294,1000.0,7500000,0.5433813
34,task.010.000075,1.4844751539384045,0.9115409067086342,1.5788351635967535,0.4123184064874405,1000.0,3000000,0.47758
35,task.010.000090,5.612203125805044,4.294428818191922,7.438168902596378,0.5619730476420559,5000.0,6500000,0.4580114
36,task.010.000093,4.7729515284820385,3.2533895171426352,5.635035940503021,0.42454968978284774,5000.0,10000000,0.4990803
37,task.010.000094,2.710848210367625,1.6727006409082148,2.89720249590605,0.36677949732236914,2000.0,6000000,0.2235506
38,task.010.000095,3.4248275419092047,2.0878587054678164,3.6162773568952415,0.45591011522121055,5000.0,4000000,0.465312
39,task.010.000102,2.237508694639397,1.39128048774295,2.4097684923499973,0.35152419489187575,1000.0,8000000,0.4295124
40,task.010.000103,2.880690407432316,1.8211401296176655,3.154307232200365,0.4347199623924663,8000.0,2000000,0.4507432
41,task.010.000104,5.9373349162495,3.915608625819812,6.782033082474866,0.4605382716305126,9000.0,9500000,0.3405711
42,task.010.000105,5.494455071872609,3.51690448107456,6.091457246587795,0.5158309099789312,8000.0,10500000,0.3438178
43,task.010.000106,4.2196303860426125,3.0180400765196853,5.227398751811156,0.4485014278977228,6000.0,4000000,0.4122946
