,task_name,mean_f,std_f_chen,std_f_veclength,RMSE_this,temp,pres,RMSE_dptest
0,task.000.000000,7.802357225784278,5.0793664351657934,8.797720735967161,0.310058737414233,8000.0,6500000,0.3100587
1,task.000.000001,4.29984633309586,2.653090303975392,4.5952872035537355,0.20870364981906434,2000.0,10000000,0.2087036
2,task.000.000002,9.200569021834696,5.8603453231181755,10.150415849539328,0.5270993643644515,10000.0,8500000,0.5270994
3,task.000.000003,8.747297889719196,5.434857395124921,9.413449140247803,0.3818178338815012,7000.0,8000000,0.3818178
4,task.000.000005,2.5837378283652184,1.6304759168466623,2.8240671284958654,0.18510126101282573,1000.0,6500000,0.1833795
5,task.000.000006,9.264886785144295,5.880026538519699,10.184504714569474,0.42369043591421507,8000.0,6500000,0.1851013
6,task.000.000007,1.5051294174032512,0.941029054464742,1.6299101337314332,0.10363226153222486,1000.0,2500000,0.4236904
7,task.000.000010,4.6247545569193695,3.0482043516897837,5.2796448089792545,0.20369545853393597,2000.0,8000000,0.1036323
8,task.000.000012,6.399021127897831,4.152870794659199,7.192983213618672,0.2527037769531487,7000.0,6500000,0.09104171
9,task.000.000013,4.538242688011878,2.940773858317303,5.093569736175926,0.20576465770915262,3000.0,7500000,0.3817874
10,task.000.000014,7.084667445201939,4.45746262226613,7.720551734604134,0.23406790672195674,7000.0,6000000,0.2036955
11,task.000.000015,6.849663910793823,4.500970764417924,7.7959100473539715,0.33362814948380703,8000.0,6000000,0.2871595
12,task.000.000017,9.229076587244155,5.949655735525775,10.305106021474222,0.5445449696178626,10000.0,10000000,0.2527038
13,task.000.000018,7.025437834551576,4.587641626503182,7.946028384021434,0.3369951049464351,8000.0,8000000,0.2057647
14,task.000.000021,1.470232406201761,1.1780526663951627,2.040447072188408,0.05036395400392808,1000.0,500000,0.2340679
15,task.000.000022,3.945277701351404,2.690544988822316,4.660160620690088,0.12788040312824814,6000.0,1500000,0.3336281
16,task.000.000026,6.512454767056643,4.111064007765516,7.120571734617608,0.24385214095597277,7000.0,4500000,0.4193593
17,task.000.000027,10.273808795943902,6.8664956381936495,11.893119315301483,0.4622198505843086,9000.0,7000000,0.544545
18,task.000.000028,4.949727906013529,3.067918804948823,5.313791243667353,0.23800491357704032,4000.0,9500000,0.3369951
19,task.000.000029,3.4243083676641595,2.2252410853837685,3.8542306189744004,0.11967296645708171,6000.0,2000000,0.4956631
20,task.000.000030,3.7100337547738484,2.3500478592114002,4.0704022923726155,0.12800783221995995,2000.0,5500000,0.1988965
21,task.000.000032,5.465717087923761,4.628696983411161,8.017138348108928,0.09980383671339765,12000.0,1000000,0.05036395
22,task.000.000034,9.589034591776274,6.241596948731202,10.810763035569321,0.4565723419570616,7000.0,9500000,0.1278804
23,task.000.000035,9.552984621339615,6.144645488473769,10.642838180535449,0.6238444633160607,12000.0,9500000,0.2357984
24,task.000.000039,7.795213633554626,5.125823039429875,8.878185934899673,0.25639518465586064,5000.0,8000000,0.1037381
25,task.000.000043,6.210950018418669,3.8872225712148127,6.732866993672584,0.31276347618114364,4000.0,6500000,0.3226764
26,task.000.000044,2.2278759751674033,1.4061753887660098,2.435567217695647,0.1161231670422103,1000.0,5000000,0.2438521
27,task.000.000045,7.636656889945649,4.799526238370617,8.313023297117843,0.430175812382502,12000.0,7500000,0.4622199
28,task.000.000046,2.7431588871442694,1.9627243873408722,3.399538360128885,0.16217998388486518,11000.0,500000,0.2380049
29,task.000.000048,3.012878881163374,1.8901722837144375,3.273874430451899,0.1719672033038246,1000.0,5500000,0.119673
30,task.000.000050,3.4257250944415176,2.1332292224079525,3.694861397401222,0.14050482976810127,4000.0,3000000,0.1280078
31,task.000.000052,2.5710760595774347,1.701887190087407,2.9477550819820193,0.0644036449013347,3000.0,1000000,0.2050101
32,task.000.000054,10.944853964130147,7.130914829251814,12.351106788710485,0.6330398871825355,12000.0,10000000,0.09980384
33,task.000.000055,4.85526799374104,3.1617532272026634,5.476317230509877,0.23836452443025383,11000.0,1500000,0.1764627
34,task.000.000056,10.023536755874588,6.651403496676982,11.520568797885819,0.4880403157186505,12000.0,9500000,0.4565723
35,task.000.000057,5.205651972842764,3.2402128008990108,5.612213198492144,0.30433250121310995,3000.0,9500000,0.6238445
36,task.000.000063,9.232394123003955,6.482258150247389,11.227600464005928,0.26442036978022543,12000.0,4500000,0.5021634
37,task.000.000064,4.264812373015201,2.6571006228259932,4.602233279557527,0.2927380715364986,2000.0,9500000,0.2721002
38,task.000.000067,2.8829154124953997,1.8228423830800056,3.1572556216844996,0.08310379113123344,2000.0,2500000,0.3295833
