,energy
1197,-2.1436843258508462
1198,-2.1474709499383837
1199,-2.1506356452341464
1200,-2.137369276769759
1201,-2.147719996961183
1202,-2.157527415962003
1203,-2.1474479680620173
1204,-2.1496505442329084
1205,-2.1497089587702503
1206,-2.159920653152273
1207,-2.154602628418446
1208,-2.1471925948463437
1209,-2.15666752472381
1210,-2.1532047686011886
1211,-2.140378291131362
1212,-2.151811098581383
1213,-2.1482697911626816
1214,-2.1544175356709987
1215,-2.1533203888994743
1216,-2.1495905768806525
1217,-2.1532090655576464
1218,-2.1499587578364894
1219,-2.150466899915313
1220,-2.1427556571677044
1221,-2.154142064391089
1222,-2.142697249723254
1223,-2.150612683006449
1224,-2.1470973020590507
1225,-2.146566835794652
1226,-2.1537808078993277
1227,-2.155453787918896
1228,-2.1552279884246537
1229,-2.1513556891623793
1230,-2.1496029076647307
1231,-2.149832190798659
1232,-2.142588163059427
1233,-2.1463811440151908
1234,-2.152071003184782
1235,-2.1429916383062717
1236,-2.1542947287461374
1237,-2.154112180581519
1238,-2.151326960855767
1239,-2.1571682866389
1240,-2.1525864608366914
1241,-2.148600341165892
1242,-2.1511417454881365
1243,-2.146129244543746
1244,-2.163282277488467
1245,-2.1507727373446763
1246,-2.1483318963460483
1247,-2.1486280416203694
1248,-2.1491050167357466
1249,-2.1499506017682575
1250,-2.146395848346046
1251,-2.1432449172802612
1252,-2.1539075061352584
1253,-2.1505548408609303
1254,-2.142895617073079
1255,-2.1470085781011763
1256,-2.147511834982648
1257,-2.148355250101762
1258,-2.144814162578616
1259,-2.151352774474695
1260,-2.1482002508048286
1261,-2.1450165218430586
1262,-2.144942083417268
1263,-2.1502798888885812
1264,-2.1466643071251053
1265,-2.153629231193351
1266,-2.1475850914441694
1267,-2.1511126902468765
1268,-2.1550568137819335
1269,-2.1542086985316398
1270,-2.1534093607397495
1271,-2.1559176898391983
1272,-2.160402615315336
1273,-2.1500124641374674
1274,-2.1560861981156774
1275,-2.1447324436716344
1276,-2.153126025730089
1277,-2.148934229338985
1278,-2.1515836579609386
1279,-2.1497233385591783
1280,-2.1568609027986025
1281,-2.1500344392426256
1282,-2.148069794645487
1283,-2.1588704753434604
1284,-2.1447953816646455
1285,-2.146673377931866
1286,-2.1414419731963528
1287,-2.1479822155979442
1288,-2.1473404446838256
1289,-2.143203215793993
1290,-2.1370882963729345
1291,-2.1411662449673523
1292,-2.155344408947774
1293,-2.1473241529884133
1294,-2.1534915667443335
1295,-2.1519246334394637
1296,-2.152386037773894
1297,-2.15401785835119
1298,-2.1536648459170773
1299,-2.1467570448842515
1300,-2.1491364328861553
1301,-2.156859919671992
1302,-2.1423256916825966
1303,-2.1478229302473393
1304,-2.1452271544580404
1305,-2.154018975342167
1306,-2.1529963758857216
1307,-2.16199946026935
1308,-2.155658974534999
1309,-2.1538423241495073
1310,-2.1440505655354833
1311,-2.150684721931224
1312,-2.152856502880124
1313,-2.1500054844741916
1314,-2.154686874042221
1315,-2.1454211854350187
1316,-2.152594337454926
1317,-2.159735922200076
1318,-2.1536604251697686
1319,-2.1555224284436423
1320,-2.150068725673787
1321,-2.141430878829896
1322,-2.1532836821222734
1323,-2.1483004716903924
1324,-2.1449440793295684
1325,-2.147585776316757
1326,-2.1411835563901853
1327,-2.1510130222239425
1328,-2.1533049822948387
1329,-2.143967155947267
1330,-2.1481395611704577
1331,-2.1462850728460436
1332,-2.156610072070396
1333,-2.1514473049450964
1334,-2.15322410903628
1335,-2.149030295319812
1336,-2.154858203067018
1337,-2.1508932165982078
1338,-2.1420474141019668
1339,-2.1544701604316114
1340,-2.1536287144966058
1341,-2.1490417317307577
1342,-2.1559874392899907
1343,-2.147674623604546
1344,-2.1456441589391178
1345,-2.1459730927865124
1346,-2.150815497367555
1347,-2.1514378021267975
1348,-2.1492965681349085
1349,-2.1514627326461984
1350,-2.1533031401513316
1351,-2.1493842994329087
1352,-2.1490344835650452
1353,-2.1531785003985937
1354,-2.1486345469124486
1355,-2.1506616935692073
1356,-2.15550544504463
1357,-2.146336744459038
1358,-2.1403031659448937
1359,-2.153736954802872
1360,-2.151747379739659
1361,-2.1465254348699347
1362,-2.1417738329319675
1363,-2.1473759611652907
1364,-2.158655658662665
1365,-2.147086210755301
1366,-2.1523986233193404
1367,-2.1446563791094118
1368,-2.141072201484375
1369,-2.1565676707587085
1370,-2.1462079952145348
1371,-2.145597565807031
1372,-2.1525996067325424
1373,-2.1495029967840638
1374,-2.1530995670456394
1375,-2.1459545515190577
1376,-2.1471751523170357
1377,-2.153324140915122
1378,-2.1473328196387063
1379,-2.144846345839724
1380,-2.147418168261855
1381,-2.1577944236527418
1382,-2.1502867993837733
1383,-2.157815284024062
1384,-2.1502479276758533
1385,-2.144788947241588
1386,-2.146663675776716
1387,-2.1433051023710905
1388,-2.153953387333186
1389,-2.1477916641927175
1390,-2.1541441077456516
1391,-2.165652995169059
1392,-2.1514230061070707
1393,-2.156824269774642
1394,-2.141745204344779
1395,-2.156160913337549
1396,-2.1583009662234565
1397,-2.152868471710651
1398,-2.152277603067484
1399,-2.1525177528974537
1400,-2.1544137994383217
1401,-2.145333317669005
1402,-2.161078657009498
1403,-2.143367394005349
1404,-2.1466468855460206
1405,-2.1496694288356206
1406,-2.1493004446302195
1407,-2.153558707677924
1408,-2.1427524309359676
1409,-2.138110622985153
1410,-2.152974696023546
1411,-2.1555916751501973
1412,-2.145163933856149
1413,-2.1449434427294904
1414,-2.1558853126220234
1415,-2.1492363559731262
1416,-2.1501599386232937
1417,-2.150557836283556
1418,-2.1515890477562194
1419,-2.1476449903536565
1420,-2.146023059222498
1421,-2.153945129616878
1422,-2.149244889258297
1423,-2.15201129985605
1424,-2.148492759533359
1425,-2.150112203796051
1426,-2.1553547586835493
1427,-2.1474209159309896
1428,-2.15719451843566
1429,-2.153422432762646
1430,-2.1549656419290377
1431,-2.1438243692663583
1432,-2.1431770414912834
1433,-2.1447300047471973
1434,-2.147868571287501
1435,-2.15459799378053
1436,-2.1528909054780736
1437,-2.1500922316586966
1438,-2.1552860539265257
1439,-2.156647933247807
1440,-2.145632835569067
1441,-2.154388907903061
1442,-2.1474835582839207
1443,-2.15747548064911
1444,-2.143313957509665
1445,-2.153701024818266
1446,-2.1574853053751912
1447,-2.148211260498503
1448,-2.149113977178717
1449,-2.1454835931523344
1450,-2.146625751604737
1451,-2.1565526676562263
1452,-2.150012525925048
1453,-2.154057316208931
1454,-2.1513266153165134
1455,-2.1414000427593054
1456,-2.140939514778039
1457,-2.154022000020856
1458,-2.149763973688259
1459,-2.1471449203291346
1460,-2.1383194307945237
1461,-2.146570345981293
1462,-2.1521606806061944
1463,-2.142594265285154
1464,-2.1526275358130724
1465,-2.1516604733580498
1466,-2.1375475703017126
1467,-2.1561463873650126
1468,-2.1513118129606816
1469,-2.147554761895264
1470,-2.1430445174443187
1471,-2.149550139027791
1472,-2.150478572345215
1473,-2.152881543752903
1474,-2.1512629515019026
1475,-2.16164969912286
1476,-2.1626806047063374
1477,-2.159016834360531
1478,-2.1472663769934734
1479,-2.1420547841218354
1480,-2.1523427756083455
1481,-2.147060017388694
1482,-2.1507109788244856
1483,-2.146008951026129
1484,-2.152062034435649
1485,-2.148180531895854
1486,-2.1537702198657973
1487,-2.156384252239234
1488,-2.1532900983071146
1489,-2.1543877559924356
1490,-2.1504475249313133
1491,-2.1517688705716327
1492,-2.1474765252835373
1493,-2.1492097249061004
1494,-2.151309959891456
1495,-2.151656204397292
1496,-2.154491516371288
1497,-2.152316429287737
1498,-2.1496830191202956
1499,-2.150513134573672
1500,-2.149180092607078
1501,-2.148689391733021
1502,-2.148507519151113
1503,-2.154219363739943
1504,-2.150671960009887
1505,-2.1559910714802712
1506,-2.1469191324109063
1507,-2.144268432118712
1508,-2.1421946382749595
1509,-2.1443742785917617
1510,-2.148238839142128
1511,-2.137019667463657
1512,-2.1458658401915174
1513,-2.1461791749933385
1514,-2.15787881810666
1515,-2.1508413683565752
1516,-2.1414973218892306
1517,-2.1465557456146276
1518,-2.1450176194461
1519,-2.1514974696404003
1520,-2.149267786428387
1521,-2.1426424226192196
1522,-2.146550038842349
1523,-2.1524907955166155
1524,-2.1552719493028203
1525,-2.1486317397811714
1526,-2.1560703066427473
1527,-2.1495329283829245
1528,-2.1454573599430637
1529,-2.140163485424298
1530,-2.144322679976743
1531,-2.1524121500494866
1532,-2.1451605272784913
1533,-2.1438525685416687
1534,-2.1533751236073213
1535,-2.1453062689544593
1536,-2.161372669835773
1537,-2.1494779044819112
1538,-2.1492541397523297
1539,-2.149237635067494
1540,-2.1455155236636863
1541,-2.147349024245982
1542,-2.1397173951918815
1543,-2.1448154227052827
1544,-2.161573919640651
1545,-2.1569414736820245
1546,-2.1489430578587485
1547,-2.1514111477894042
1548,-2.1448529047176113
1549,-2.1548083334595622
1550,-2.147686382800261
1551,-2.143775657287899
1552,-2.145544816575036
1553,-2.156728662207494
1554,-2.1422544022238434
1555,-2.1487775086837897
1556,-2.1500234161116434
1557,-2.144724919129476
1558,-2.14850505450295
1559,-2.1507034012837547
1560,-2.152675495342335
1561,-2.1518546999996353
1562,-2.149466454340502
1563,-2.1409083665243522
1564,-2.1444686542856988
1565,-2.1619266437239424
1566,-2.153915788587188
1567,-2.150152632139094
1568,-2.1458129100011853
1569,-2.150132504603632
1570,-2.155797456098645
1571,-2.146202923898584
1572,-2.1470621509080465
1573,-2.156025584093216
1574,-2.1490127284906766
1575,-2.1435110505934705
1576,-2.1535698893012003
1577,-2.150499284063684
1578,-2.1530466133434882
1579,-2.1537143319335006
1580,-2.1506045888871648
1581,-2.14564527275038
1582,-2.1479466652559926
1583,-2.1512209749905256
1584,-2.1535650006269966
1585,-2.149785260839659
1586,-2.1517776341256423
1587,-2.155203876643925
1588,-2.1463709601217675
1589,-2.150031506066347
1590,-2.1494696242396705
1591,-2.145255997630964
1592,-2.149881528770294
1593,-2.155048629994853
1594,-2.1566456004401036
1595,-2.149281487446886
1596,-2.152079487671332
1597,-2.151593856980312
1598,-2.153667192296869
1599,-2.1522365488293036
1600,-2.1428516967222646
1601,-2.1491539127293366
1602,-2.1587372247342156
1603,-2.150315811020693
1604,-2.1520041542889636
1605,-2.151297096141805
1606,-2.1469349511249445
1607,-2.1412193135028
1608,-2.148391880811188
1609,-2.1646828519021266
1610,-2.143425697289149
1611,-2.148867777668721
1612,-2.147973704211609
1613,-2.149612528364708
1614,-2.1465141095269087
1615,-2.146447924608734
1616,-2.1590671383705415
1617,-2.1510011536475693
1618,-2.1437038465391516
1619,-2.151388017399434
1620,-2.1410192268896093
1621,-2.1528436492369902
1622,-2.152773009877853
1623,-2.1497866677326023
1624,-2.155331951717672
1625,-2.1389954377331275
1626,-2.152486585790984
1627,-2.1465947426464256
1628,-2.1455060868213165
1629,-2.1462403009823436
1630,-2.1567846477591948
1631,-2.148245073835864
1632,-2.1472135205749177
1633,-2.152795059240634
1634,-2.1515414956953025
1635,-2.144316026092543
1636,-2.141126867285678
1637,-2.1509783329596575
1638,-2.145087882372637
1639,-2.153945317102736
1640,-2.143044693523867
1641,-2.1462342728490205
1642,-2.142794231691552
1643,-2.1470173030813915
1644,-2.1556845599230035
1645,-2.1501717706977814
1646,-2.146936150064524
1647,-2.1475154601091715
1648,-2.154310002382023
1649,-2.154533037845685
1650,-2.1515433351163056
1651,-2.142821378811902
1652,-2.1514935969643063
1653,-2.1529335453453053
1654,-2.1515855675630275
1655,-2.143692989986141
1656,-2.1436677958220898
1657,-2.1526594939089025
1658,-2.1579566860660657
1659,-2.159676815906754
1660,-2.1593026759998755
1661,-2.156465872878939
1662,-2.1458018148273195
1663,-2.152425380102664
1664,-2.1457669664422854
1665,-2.1525635227322657
1666,-2.1495472820904395
1667,-2.1584199472310175
1668,-2.1428468203235806
1669,-2.137672388611977
1670,-2.1390958295513807
1671,-2.1480050701281534
1672,-2.1514108274744173
1673,-2.141756802979368
1674,-2.1485415594549284
1675,-2.1482971871753107
1676,-2.1629552175579545
1677,-2.151800836170114
1678,-2.147636856198158
1679,-2.155768674350134
1680,-2.146463513719302
1681,-2.146261949465422
1682,-2.1428708610451195
1683,-2.149793448258177
1684,-2.139930567868559
1685,-2.16128108272072
1686,-2.1500839080628364
1687,-2.1478442775568722
1688,-2.1491661538712497
1689,-2.147573783830532
1690,-2.1476068033089244
1691,-2.1478440470551883
1692,-2.1450865537696786
1693,-2.1470331552865436
1694,-2.152631312709563
1695,-2.1486033905062953
1696,-2.151192134924519
1697,-2.144381557365912
1698,-2.1471347580858224
1699,-2.145878482145123
1700,-2.153166515576481
1701,-2.160984698679365
1702,-2.1531808897633025
1703,-2.150351406476678
1704,-2.156281366833868
1705,-2.1478829855375143
1706,-2.1474798624699014
1707,-2.151144255938774
1708,-2.15779701663408
1709,-2.1504841196718654
1710,-2.152981210888579
1711,-2.1559591838501904
1712,-2.1512579895233612
1713,-2.154537722893474
1714,-2.1482833103267507
1715,-2.1503346351553545
1716,-2.159259455043385
1717,-2.1484161769164043
1718,-2.151871947089956
1719,-2.145423284418473
1720,-2.153808425311905
1721,-2.150452116836043
1722,-2.14373244648249
1723,-2.147880986349989
1724,-2.148631077806357
1725,-2.156467077127815
1726,-2.1607959667726266
1727,-2.155344634824273
1728,-2.1588293146537962
1729,-2.1500739784523297
1730,-2.1578268059279364
1731,-2.157956825234219
1732,-2.1492289806379414
1733,-2.138812675862269
1734,-2.1553124922212366
1735,-2.154108675509545
1736,-2.1475702736276854
1737,-2.1432870088164817
1738,-2.151924226947324
1739,-2.1553597139857517
1740,-2.148787274043847
1741,-2.149437200406413
1742,-2.15881232209553
1743,-2.154353538042726
1744,-2.1491438739529403
1745,-2.1480389278201044
1746,-2.146980076725346
1747,-2.1568929906963494
1748,-2.146392758648925
1749,-2.1452699548272967
1750,-2.1438023888389
1751,-2.1490374064039512
1752,-2.1484843801634614
1753,-2.1494020164198826
1754,-2.147408886581552
1755,-2.147805584067008
1756,-2.1395315457622184
1757,-2.150353631808416
1758,-2.144564599742107
1759,-2.1518050657997225
1760,-2.141178762196528
1761,-2.145798118702478
1762,-2.1547043182375676
1763,-2.1493143114823776
1764,-2.1422121561415417
1765,-2.14678957422534
1766,-2.148041947735656
1767,-2.15833642247453
1768,-2.1448806707265797
1769,-2.151150174367573
1770,-2.154925865086533
1771,-2.154948686454161
1772,-2.1570744787072575
1773,-2.142477490975475
1774,-2.1474398329293964
1775,-2.1543863358412585
1776,-2.1494183733565286
1777,-2.1507206415335
1778,-2.143557892212064
1779,-2.15443362720755
1780,-2.1449270530869575
1781,-2.1480522289571944
1782,-2.1560746679787735
1783,-2.1514569172224784
1784,-2.1456879282712213
1785,-2.152142774513648
1786,-2.1516517893709066
1787,-2.1517301155453734
1788,-2.1492868045243716
1789,-2.148958349379992
1790,-2.1559285674573725
1791,-2.149712987182676
1792,-2.1442781240129443
1793,-2.1575381955258464
1794,-2.1513045415618572
1795,-2.1502147444188884
1796,-2.1515198844528065
1797,-2.1573665213412876
1798,-2.153709991603128
1799,-2.1503864194946933
1800,-2.1513268284726137
1801,-2.146550177249166
1802,-2.148248500601954
1803,-2.159808082321674
1804,-2.1445123035591442
1805,-2.14389167765891
1806,-2.1455112002383396
1807,-2.1423971980826635
1808,-2.1523506574697144
1809,-2.15422585279904
1810,-2.1569362050941785
1811,-2.1436921971952976
1812,-2.1557393714274644
1813,-2.1502950373663787
1814,-2.1470757191604632
1815,-2.1471074292891834
1816,-2.1454060988953043
1817,-2.152290153230937
1818,-2.149082317947291
1819,-2.150782965351389
1820,-2.1504730316708134
1821,-2.1541974366645853
1822,-2.147000341998573
1823,-2.1546239306939143
1824,-2.1426676060849386
1825,-2.1515963563084313
1826,-2.1519879637245243
1827,-2.1548786100834096
1828,-2.150501530763132
1829,-2.1459873071294617
1830,-2.155525827795225
1831,-2.155005956200984
1832,-2.152596739426197
1833,-2.1522435679002028
1834,-2.151873371796027
1835,-2.1467042596024304
1836,-2.1481421549378257
1837,-2.152963642312774
1838,-2.1463945489238165
1839,-2.1501785770180897
1840,-2.1617324190440477
1841,-2.1573258893093032
1842,-2.1519573341767257
1843,-2.1507949108615594
1844,-2.154506506593747
1845,-2.1555518937136964
1846,-2.149633971337946
1847,-2.139852530980353
1848,-2.1400757077297574
1849,-2.149919792635259
1850,-2.14754837586733
1851,-2.144836290731818
1852,-2.1494415512271745
1853,-2.1587245114060822
1854,-2.149240307476145
1855,-2.1522276991268283
1856,-2.1472609469967385
1857,-2.147842096392327
1858,-2.153252816373243
1859,-2.148675540913851
1860,-2.1562063936548075
1861,-2.148363815658118
1862,-2.144720082538041
1863,-2.1484281312417766
1864,-2.1458188883631153
1865,-2.144872935629554
1866,-2.145950003654387
1867,-2.150140335468971
1868,-2.144940470327621
1869,-2.156653793990829
1870,-2.154137298648132
1871,-2.1517730031976847
1872,-2.1571818942213863
1873,-2.142598574789925
1874,-2.149422022635744
1875,-2.1456874411998887
1876,-2.1475964461232677
1877,-2.146091499459101
1878,-2.152497331493966
1879,-2.150418396807061
1880,-2.148681997474435
1881,-2.143422778908217
1882,-2.1468558085479503
1883,-2.150113006245083
1884,-2.1515676253398563
1885,-2.1540747095424977
1886,-2.1563277676716948
1887,-2.1477690395491895
1888,-2.1508987377809525
1889,-2.1491519585317067
1890,-2.14451810185041
1891,-2.1538823860758565
1892,-2.149610671411413
1893,-2.1466716644124766
1894,-2.1478970404171767
1895,-2.149866253603303
1896,-2.1556834696633516
1897,-2.1523536365594675
1898,-2.1478464147080087
1899,-2.15177078381224
1900,-2.1504864067004488
1901,-2.1501852156451386
1902,-2.1558556223533754
1903,-2.1533537133498113
1904,-2.148390125108793
1905,-2.1527501631286174
1906,-2.1573440707521168
1907,-2.1504893468140884
1908,-2.152315502538231
1909,-2.1426621377945976
1910,-2.147331620660687
1911,-2.1456112029813084
1912,-2.1478077475894692
1913,-2.143245273228951
1914,-2.149355229552503
1915,-2.1490501564578457
1916,-2.15378393966377
1917,-2.149730953760988
1918,-2.150745149027172
1919,-2.1527017452609853
1920,-2.1480485803109106
1921,-2.153132099320741
1922,-2.1506056079066234
1923,-2.1451339696700678
1924,-2.142321673392016
1925,-2.1548493342147355
1926,-2.1511125184995645
1927,-2.147546723104327
1928,-2.1514500432628414
1929,-2.157751394139748
1930,-2.152200916560154
1931,-2.1519186704370967
1932,-2.1526360262847417
1933,-2.1565965723392835
1934,-2.150680300041573
1935,-2.1437698205319293
1936,-2.151176989363802
1937,-2.1472628028738767
1938,-2.1563484972899247
1939,-2.1542915546765387
1940,-2.1476909088021046
1941,-2.152733034854534
1942,-2.14730139561328
1943,-2.1533909307183237
1944,-2.1455773826073785
1945,-2.15490670653377
1946,-2.149197100682728
1947,-2.1521958501986793
1948,-2.15137191307766
1949,-2.1478131145855937
1950,-2.1501342754249126
1951,-2.1497574626798994
1952,-2.146189855210997
1953,-2.1418655329209644
1954,-2.1479663008043985
1955,-2.1540217039598843
1956,-2.1406958701386243
1957,-2.1462307234093627
1958,-2.153678210372135
1959,-2.150630512969105
1960,-2.158034093928985
1961,-2.157062102637231
1962,-2.14770961639077
1963,-2.1470638938349125
1964,-2.148648445199233
1965,-2.149846252470168
1966,-2.1453375378191257
1967,-2.152145638307332
1968,-2.1460082557962883
1969,-2.156009547585097
1970,-2.1445239132060854
1971,-2.156013506847528
1972,-2.153565892580073
1973,-2.148687832399068
1974,-2.1437114289673835
1975,-2.1495347101806734
1976,-2.1536811415608246
1977,-2.1456374975912254
1978,-2.142070038016434
1979,-2.1546639159659082
1980,-2.15264360878158
1981,-2.155223136440971
1982,-2.1524917369005827
1983,-2.145285906750292
1984,-2.1575056130664003
1985,-2.151608124241103
1986,-2.1579711620726982
1987,-2.151325315940593
1988,-2.1546623978239876
1989,-2.15390170000243
1990,-2.159294783688765
1991,-2.147390498905944
1992,-2.150152580960747
1993,-2.1509686680221693
1994,-2.1456670834007765
1995,-2.150414370095734
1996,-2.139104577084546
1997,-2.1537434370393975
1998,-2.143376484831137
1999,-2.1552787343375153
2000,-2.1593186376458906
2001,-2.155920645490623
2002,-2.1451167671785476
2003,-2.1465094848611668
2004,-2.1545745535102556
2005,-2.157481007580155
2006,-2.1529248356917945
2007,-2.1446600151409583
2008,-2.156830699411425
2009,-2.153431339083955
2010,-2.1467585172433417
2011,-2.1483292204523
2012,-2.151363132258355
2013,-2.1509247578767416
2014,-2.151117516351235
2015,-2.1451345079606527
2016,-2.15316502499435
2017,-2.154657593693432
2018,-2.139638210475691
2019,-2.1524074767003394
2020,-2.147838585883797
2021,-2.1446993662326688
2022,-2.139442559572231
2023,-2.142226730175927
2024,-2.145084524295406
2025,-2.15014062778429
2026,-2.15110663977539
2027,-2.1461609099043897
2028,-2.1555019675274925
2029,-2.152463018629957
2030,-2.161125867932342
2031,-2.1432234807219146
2032,-2.160238771582347
2033,-2.158245295917723
2034,-2.152514412678213
2035,-2.1491018012237815
2036,-2.1577585957641077
2037,-2.1454072067980614
2038,-2.1544055051386093
2039,-2.151732956063861
2040,-2.150409592863612
2041,-2.146304816977421
2042,-2.144968011864619
2043,-2.149672250754961
2044,-2.1620721144982293
2045,-2.1467491710563853
2046,-2.1547501551486796
2047,-2.1475191017588355
2048,-2.1541469775303352
2049,-2.154584130737394
2050,-2.1561586857935042
2051,-2.1556411512487887
2052,-2.1423335416184006
2053,-2.1546391213837373
2054,-2.1394305843455315
2055,-2.1464854061383782
2056,-2.14545561663962
2057,-2.1552740438418234
2058,-2.151642588835801
2059,-2.149641229032803
2060,-2.1492851953813576
2061,-2.1482495595853264
2062,-2.150675652272564
2063,-2.1503094865278753
2064,-2.1431992720826503
2065,-2.1530679642680846
2066,-2.1430709518448907
2067,-2.1510643965399683
2068,-2.14493050606059
2069,-2.1495377286129704
2070,-2.1504117034182593
2071,-2.147355394530789
2072,-2.149566746802551
2073,-2.155609238653702
2074,-2.1464156610009084
2075,-2.1468529675074013
2076,-2.1607907060561704
2077,-2.153354556982216
2078,-2.142723355969141
2079,-2.1555763914793866
2080,-2.154818154001694
2081,-2.1464947681372992
2082,-2.1453738748940263
2083,-2.145266284987094
2084,-2.1540407499025713
2085,-2.148683661619195
2086,-2.149729474957395
2087,-2.151593306323747
2088,-2.14984553145189
2089,-2.151068396081857
2090,-2.147629127159235
2091,-2.1490995294497104
2092,-2.1547763038232244
2093,-2.153449000784675
2094,-2.1481940883438813
2095,-2.1386353122566875
2096,-2.145927180295631
2097,-2.1477395929683682
2098,-2.149392846091995
2099,-2.1441348016162927
2100,-2.147660992096838
2101,-2.1520367054971805
2102,-2.148286820085343
2103,-2.1472240958081006
2104,-2.1448598839289166
2105,-2.1556082931572176
2106,-2.151337544780487
2107,-2.152337546034466
2108,-2.146389374199034
2109,-2.147796264442149
2110,-2.1470290689726452
2111,-2.148031429243686
2112,-2.1441764434769994
2113,-2.1561192165316045
2114,-2.1520805998714856
2115,-2.1504596796952113
2116,-2.1607998821549423
2117,-2.141869707078899
2118,-2.1488268779863873
2119,-2.1504824023006424
2120,-2.1485744653653023
2121,-2.140038938476885
2122,-2.158021455128262
2123,-2.147200542131855
2124,-2.146845173169526
2125,-2.152650409067148
2126,-2.148517242775644
2127,-2.1574545444398785
2128,-2.1492961129582975
2129,-2.1534359922758273
2130,-2.1396440930860487
2131,-2.149965490981036
2132,-2.148006791146926
2133,-2.154228990892753
2134,-2.1476278596497647
2135,-2.146494081999344
2136,-2.145416760370416
2137,-2.145696102247002
2138,-2.146194660092068
2139,-2.1600445466715126
2140,-2.1488178037186576
2141,-2.1555980772694636
2142,-2.1539564104555176
2143,-2.147360956744707
2144,-2.154817147912742
2145,-2.14880392114907
2146,-2.1464540286190843
2147,-2.143608449872541
2148,-2.1558014654114888
2149,-2.138638402313976
2150,-2.1502685135453747
2151,-2.1541895007302614
2152,-2.1448325688003504
2153,-2.148221779572559
2154,-2.156245598700162
2155,-2.148712721512274
2156,-2.1512849681125785
2157,-2.1577541535645746
2158,-2.145720385691583
2159,-2.1447644984349594
2160,-2.144731488652436
2161,-2.157138306607464
2162,-2.1537017590309744
2163,-2.1489228367590383
2164,-2.143561495229985
2165,-2.146866915045482
2166,-2.1480040129073545
2167,-2.1446225965012826
2168,-2.148338413162039
2169,-2.1414275192030385
2170,-2.1495729719947043
2171,-2.1570182241455513
2172,-2.1573401089455375
2173,-2.150955386033598
2174,-2.1534841537053615
2175,-2.147124381967753
2176,-2.15038185010107
2177,-2.145483605110167
2178,-2.146716182905679
2179,-2.142769502443489
2180,-2.136956534350155
2181,-2.147942106109468
2182,-2.1520263413041176
2183,-2.14880505761829
2184,-2.1481110587470686
2185,-2.148107456347056
2186,-2.148605881492463
2187,-2.1623646259286566
2188,-2.149232536836326
2189,-2.1522110173997953
2190,-2.153266341115218
2191,-2.152230625984609
2192,-2.1530942450991284
2193,-2.142557176998635
2194,-2.1470829605265527
2195,-2.142487567536256
2196,-2.148737125705171
2197,-2.1533162706502886
2198,-2.146547693286349
2199,-2.1461015788449025
2200,-2.1446803290861163
2201,-2.1488790082732554
2202,-2.1492905783576344
2203,-2.156336617862501
2204,-2.1502076487355417
2205,-2.144540653662855
2206,-2.146484767951223
2207,-2.1450133663778126
2208,-2.150846029942443
2209,-2.1458046108447535
2210,-2.1506206362938847
2211,-2.1477718039144147
2212,-2.144504992455837
2213,-2.144894207558099
2214,-2.1569499500857523
2215,-2.1491974977777595
2216,-2.154127480160382
2217,-2.1441645566431755
2218,-2.147445813995085
2219,-2.1433051328643073
2220,-2.149783189729362
2221,-2.1451957892166984
2222,-2.1486478113620215
2223,-2.147692855919177
2224,-2.151633397199885
2225,-2.1556769055795644
2226,-2.152753666281664
2227,-2.147223682987657
2228,-2.143683538509843
2229,-2.1512948830757863
2230,-2.1563728833006315
2231,-2.1526842248629348
2232,-2.1547225020113774
2233,-2.152595837470294
2234,-2.1464776746594536
2235,-2.1517907531895717
2236,-2.1452053731167102
2237,-2.145611458769521
2238,-2.145458972435678
2239,-2.1464005168165903
2240,-2.1489911686663103
2241,-2.1532576770290057
2242,-2.139088308641284
2243,-2.148864259816783
2244,-2.152807962004035
2245,-2.1590082369546266
2246,-2.149806682289176
2247,-2.1595260304523007
2248,-2.1441557004472105
2249,-2.155890010815841
2250,-2.146519456177813
2251,-2.1488052637022528
2252,-2.1488601991814873
2253,-2.147385297638545
2254,-2.14204819187564
2255,-2.150672740718758
2256,-2.145007450938687
2257,-2.1478818956057473
2258,-2.154727232425091
2259,-2.1460022791790463
2260,-2.1559555551663596
2261,-2.1423884680815855
2262,-2.1516330214606425
2263,-2.149866728644814
2264,-2.13983873733319
2265,-2.1441408000308364
2266,-2.150889510741943
2267,-2.146062305827733
2268,-2.1481045728275996
2269,-2.1582963835387794
2270,-2.1528284608050985
2271,-2.141213491843623
2272,-2.1525216412169073
2273,-2.1475424396264224
2274,-2.148550762339645
2275,-2.1369608138045777
2276,-2.150679996981356
2277,-2.1540560984262513
2278,-2.1544942056440766
2279,-2.144165356291001
2280,-2.154689866651727
2281,-2.145758852697415
2282,-2.1376343302850676
2283,-2.1506328243148887
2284,-2.152645123539814
2285,-2.143495994688384
2286,-2.1442793127670576
2287,-2.1539113067876796
2288,-2.160290283895904
2289,-2.157039051029605
2290,-2.1461538034363565
2291,-2.1520433974530357
2292,-2.151242094589722
2293,-2.141581314523167
2294,-2.152262641095673
2295,-2.150371845555009
2296,-2.1497413071874987
2297,-2.1515253437695185
2298,-2.1498888340416014
2299,-2.145314928157223
2300,-2.143995809121754
2301,-2.142517813628765
2302,-2.151104689686675
2303,-2.1514105940061454
2304,-2.1505399967993024
2305,-2.1538904317157703
2306,-2.1577394716112686
2307,-2.144664855770492
2308,-2.1503756916044123
2309,-2.1493495326083276
2310,-2.144925452563401
2311,-2.1494269590189488
