,nNB,x
0,5,0.9995832072885364
1,10,0.9998881506687065
2,20,0.999909538713878
3,40,0.9999423622541648
4,60,0.9999483661862444
5,80,0.9999441490457432
6,100,0.9999371427407532
7,150,0.9999298656007474
8,200,0.9999156594602654
9,250,0.999892604125963
10,300,0.9998604552140447
11,400,0.9997799106600852
12,500,0.9996531056109311
13,600,0.9994240040892693
14,700,0.9990731984198479
15,800,0.998544548064795
