,nNB,x
0,5,0.0
1,10,0.0
2,20,0.007386980156629359
3,40,0.008119136496400376
4,60,0.009487727447223626
5,80,0.00955157998450502
6,100,0.01007996521115241
7,150,0.01031180195613088
8,200,0.01090296572413037
9,250,0.01140636381049695
10,300,0.011592268424205698
11,400,0.012427288307505528
12,500,0.012965995634308097
13,600,0.013464494503099734
14,700,0.014023512812333152
15,800,0.014425592869885106
