,nNB,x
0,5,0.6437751826811445
1,10,0.419273433166944
2,20,0.503482198090232
3,40,0.4609187275366511
4,60,0.46297793648977426
5,80,0.431566649826218
6,100,0.4257172370984901
7,150,0.38807202474932917
8,200,0.37021108197027636
9,250,0.35618747945447915
10,300,0.3392174059422375
11,400,0.3218212862387337
12,500,0.3047101738460775
13,600,0.2910995370394853
14,700,0.2810905712861299
15,800,0.2706845450569409
