,P,Temp
0,0.5000000000000002,4150.046239000001
1,1.0000000000000004,4801.6915420000005
2,1.5000000000000007,5222.832550000001
3,2.000000000000001,5641.659588000001
4,4.000000000000001,6809.8796950000005
5,7.000000000000001,8041.6270890000005
6,10.0,9047.042693
