data_e,pred_e
93.55734252929688,94.96568836781223
32.89284896850586,32.90171804971895
44.49799728393555,44.587185724919166
98.92729949951172,100.10272608854224
-34.645076751708984,-34.046759723813565
69.19863891601562,67.5898967934667
-6.538264274597168,-7.556838869662154
43.44478988647461,44.57554786148148
29.31358528137207,28.153178969559296
126.3411636352539,126.90505183994024
26.92307472229004,27.16290729800391
16.08030128479004,16.54996539696135
-15.507359504699709,-14.510664869400312
0.0232154093682766,-1.0062526620393824
109.97103118896484,111.1636776349606
-62.64778900146484,-62.69048874659848
130.96099853515625,131.9664966533094
19.95836067199707,20.199530426786364
104.4309310913086,104.9858771458072
138.5526885986328,139.59593221185386
-27.19431495666504,-27.414061101495022
141.08865356445312,141.14350230040543
126.2445602416992,127.50734438076368
17.709938049316406,18.586495968813274
67.05885314941406,67.59007972015668
-7.2701072692871085,-6.585697141844764
18.83448600769043,18.533026481868735
32.26817321777344,32.93862534157999
-27.125782012939453,-27.952299982910617
0.1973796635866165,-0.9736407964051258
133.4027557373047,133.38547613201632
6.03206205368042,5.734849314004652
147.69378662109375,147.74266593458384
-7.176956653594971,-6.972513457012363
58.12151336669922,57.95907352600686
76.18743896484375,76.45611221924497
-37.005859375,-38.159921958937645
87.90341186523438,88.11694110160597
-45.23141479492188,-44.90543019713455
-54.38880157470703,-53.75667553188055
72.92542266845702,74.08398012535662
62.5327262878418,62.812223509541205
114.32356262207033,114.08231867070612
-61.830963134765625,-61.426510676872354
-6.10771942138672,-5.357764969491039
62.698036193847656,63.33490086290666
88.89727783203125,88.9930926377127
40.95693206787109,41.74816378770458
41.704116821289055,41.592287274195925
135.9226531982422,135.00614827211254
15.012617111206055,15.2663765541741
1.5619870424270628,2.2455471574888097
-27.149349212646484,-26.36291234131349
37.82080841064453,37.97090920565167
20.953861236572266,21.037709232260774
111.9535675048828,112.84442657166836
45.53473281860352,46.09834699891415
82.78919219970702,82.93807840756912
34.8997688293457,35.25883727668311
67.05902099609375,68.17161329891752
-5.723137378692626,-5.753176979579118
119.5009078979492,121.09978055906691
123.40428161621092,124.53994056241544
138.93478393554688,140.2140153741724
151.22183227539062,151.8767223793482
134.4916534423828,135.21206870634785
134.76168823242188,135.74974091534395
141.6287841796875,142.27787930714553
32.943572998046875,33.61764171307413
-5.127002239227295,-5.725734191949959
119.13711547851562,120.28580653036973
33.23878860473633,33.941829896996666
75.51012420654298,76.0841427914561
86.71262359619139,86.7717701632373
42.32963180541992,43.15336239844023
11.62522792816162,12.041930722522116
55.38610458374024,57.13120295844653
76.44879913330078,77.52916330065143
5.5429344177246085,4.098146353215093
52.46559524536133,53.65724689334289
20.78215217590332,21.2149775407562
80.1917495727539,80.86237628686777
41.991695404052734,42.2828632653291
0.7008888721466064,1.5408092450701218
75.1648941040039,75.90628902597857
-20.96851921081543,-20.61709032778385
10.106472969055176,11.70978398506536
99.6564712524414,100.20856016429268
-5.512513160705566,-6.248840736504281
121.29020690917967,121.94262434449412
34.883026123046875,34.22340276857614
41.20224380493164,41.819317933062834
85.1301498413086,85.40179145183043
