x1,x2,case
0.050845473110959834,0.14990512333965844,DPMDpH_x0.073_P1T3.csv
0.048236229975861314,0.10575332927147707,DPMDpH_x0.073_P1T3.csv
0.047993067125603424,0.10795213443095986,DPMDpH_x0.073_P1T3.csv
0.047865725415607456,0.10713073005093376,DPMDpH_x0.073_P1T3.csv
0.0477215687829155,0.10749574105621806,DPMDpH_x0.073_P1T3.csv
0.0476297985499231,0.10918454935622313,DPMDpH_x0.073_P1T3.csv
0.04766082668872948,0.10761177379215647,DPMDpH_x0.073_P1T3.csv
0.050882061607037114,0.15739811282874927,DPMDpH_x0.073_P1T3.csv
0.0510732232253129,0.1573262685958834,DPMDpH_x0.073_P1T3.csv
0.050957482208220176,0.15390749601275922,DPMDpH_x0.073_P1T3.csv
0.05110207540995918,0.15466666666666662,DPMDpH_x0.073_P1T3.csv
0.05094962984623763,0.15202288516550877,DPMDpH_x0.073_P1T3.csv
0.051056938517358715,0.14930764599638768,DPMDpH_x0.073_P1T3.csv
0.05091153626307118,0.14970665587699783,DPMDpH_x0.073_P1T3.csv
0.05105935629953097,0.15650996324240662,DPMDpH_x0.073_P1T3.csv
0.05083131755000732,0.1542553191489362,DPMDpH_x0.073_P1T3.csv
0.05109654355237244,0.15188335358444716,DPMDpH_x0.073_P1T3.csv
0.042830474706274456,0.09269120211111637,DPMDpH_x0.073_P1T3.csv
0.04224770717943167,0.09490676315057056,DPMDpH_x0.073_P1T3.csv
0.041661265084109486,0.09655392179177857,DPMDpH_x0.073_P1T3.csv
0.040612553991137036,0.09848280815153965,DPMDpH_x0.073_P1T3.csv
0.04117426973161895,0.09795699884021769,DPMDpH_x0.073_P1T3.csv
0.041126786201874946,0.09862323405021145,DPMDpH_x0.073_P1T3.csv
0.039760465427555645,0.10083667421997555,DPMDpH_x0.073_P1T3.csv
0.041068547984678,0.09929206752586672,DPMDpH_x0.073_P1T3.csv
0.04119061222776136,0.09828231369189844,DPMDpH_x0.073_P1T3.csv
0.042798581752716044,0.09922028179289588,DPMDpH_x0.073_P1T3.csv
0.04329043982940306,0.09423957580139797,DPMDpH_x0.073_P1T3.csv
0.04309110743058853,0.09538357094365246,DPMDpH_x0.073_P1T3.csv
0.04621651683434829,0.09074760984274599,DPMDpH_x0.073_P1T3.csv
0.046403636541730076,0.09073069971598247,DPMDpH_x0.073_P1T3.csv
0.045700238661775264,0.09226957884625109,DPMDpH_x0.073_P1T3.csv
0.04735847556833784,0.08872156697556866,DPMDpH_x0.073_P1T3.csv
0.05072053569618516,0.10006540222367566,DPMDpH_x0.073_P1T3.csv
0.05075468516795414,0.09688241551427867,DPMDpH_x0.073_P1T3.csv
0.05042208212621434,0.09700942236788201,DPMDpH_x0.073_P1T3.csv
0.05109070212977707,0.09596260093497666,DPMDpH_x0.073_P1T3.csv
0.05094388494532806,0.0978990873084209,DPMDpH_x0.073_P1T3.csv
0.04960913824879093,0.10130853427701425,DPMDpH_x0.073_P1T3.csv
0.04841975990150441,0.10474492169328575,DPMDpH_x0.073_P1T3.csv
0.04806205132945127,0.1052255967012925,DPMDpH_x0.073_P1T3.csv
0.048112521791625854,0.1056777413819997,DPMDpH_x0.073_P1T3.csv
0.048765180280541,0.10088453263208219,DPMDpH_x0.073_P1T3.csv
0.048716633490352206,0.10107784431137723,DPMDpH_x0.073_P1T3.csv
0.0487065471532792,0.10213316095669034,DPMDpH_x0.073_P1T3.csv
0.048901418799640085,0.1035676894580011,DPMDpH_x0.073_P1T3.csv
0.04875747139103293,0.10543973160795594,DPMDpH_x0.073_P1T3.csv
0.049934558996601264,0.11441779832418375,DPMDpH_x0.073_P1T3.csv
0.04904977375565611,0.10750415219688958,DPMDpH_x0.073_P1T3.csv
0.04836449954423437,0.10375711574952562,DPMDpH_x0.073_P1T3.csv
0.04891309442345729,0.10215557638238049,DPMDpH_x0.073_P1T3.csv
0.03954408927257176,0.08557394942696017,DPMDpH_x0.073_P1T3.csv
0.037709168041480084,0.08781829220384985,DPMDpH_x0.073_P1T3.csv
0.037876365368542,0.08732864550039066,DPMDpH_x0.073_P1T3.csv
0.04845718499284683,0.1009343044213934,DPMDpH_x0.073_P1T3.csv
0.03968112908215995,0.0855655568810324,DPMDpH_x0.073_P1T3.csv
0.04969092795275832,0.10171954468394284,DPMDpH_x0.073_P1T3.csv
0.05023111906359502,0.10035842293906805,DPMDpH_x0.073_P1T3.csv
0.05020208863864682,0.09993583573949305,DPMDpH_x0.073_P1T3.csv
0.05021599964888301,0.0994889811561801,DPMDpH_x0.073_P1T3.csv
0.049623303780313065,0.10202109670665915,DPMDpH_x0.073_P1T3.csv
0.04911533547562817,0.10369194124652636,DPMDpH_x0.073_P1T3.csv
0.04932806275131816,0.10396887159533075,DPMDpH_x0.073_P1T3.csv
0.04964769647696477,0.10273647579879785,DPMDpH_x0.073_P1T3.csv
0.04985497466312951,0.1053765156349713,DPMDpH_x0.073_P1T3.csv
0.050105157644222784,0.10429799426934094,DPMDpH_x0.073_P1T3.csv
0.05020892251836416,0.10271508014393194,DPMDpH_x0.073_P1T3.csv
0.04985213219335439,0.10188322433220387,DPMDpH_x0.073_P1T3.csv
0.05008477124162748,0.1011968697253337,DPMDpH_x0.073_P1T3.csv
0.050170670745355514,0.10073690812166824,DPMDpH_x0.073_P1T3.csv
0.050502539884734285,0.10086887835703007,DPMDpH_x0.073_P1T3.csv
0.050696276434718676,0.10170940170940168,DPMDpH_x0.073_P1T3.csv
0.0509056698405479,0.10102980184116084,DPMDpH_x0.073_P1T3.csv
0.0511608044102803,0.10255031494853284,DPMDpH_x0.073_P1T3.csv
0.050804542756031176,0.1028030186354536,DPMDpH_x0.073_P1T3.csv
0.05093514653754768,0.10340585838394711,DPMDpH_x0.073_P1T3.csv
0.051391484926805925,0.10137429264349229,DPMDpH_x0.073_P1T3.csv
0.05116406903814144,0.10348086312805171,DPMDpH_x0.073_P1T3.csv
0.05128213030882081,0.1048730484150765,DPMDpH_x0.073_P1T3.csv
0.05170098305121417,0.10439689630848814,DPMDpH_x0.073_P1T3.csv
0.049389517889008264,0.10699901208298501,DPMDpH_x0.073_P1T3.csv
0.04934929549046642,0.10736826096874763,DPMDpH_x0.073_P1T3.csv
0.05096337122516936,0.10522114002874017,DPMDpH_x0.073_P1T3.csv
0.05396317532056592,0.1426959954878737,DPMDpH_x0.073_P1T3.csv
0.05468579859749989,0.1437847866419295,DPMDpH_x0.073_P1T3.csv
0.051430809038628386,0.10586976208117227,DPMDpH_x0.073_P1T3.csv
0.051770513100758246,0.10604212409530778,DPMDpH_x0.073_P1T3.csv
0.05129924324121569,0.10497758905402221,DPMDpH_x0.073_P1T3.csv
0.05043683023435788,0.10643821391484942,DPMDpH_x0.073_P1T3.csv
0.05024392178638004,0.1067912324829321,DPMDpH_x0.073_P1T3.csv
0.0501979459158635,0.10739231664726423,DPMDpH_x0.073_P1T3.csv
0.04987610453971668,0.10854331295661246,DPMDpH_x0.073_P1T3.csv
0.05061903154164718,0.10758468335787919,DPMDpH_x0.073_P1T3.csv
0.05087723693853391,0.10819764573200819,DPMDpH_x0.073_P1T3.csv
0.050634777750186245,0.10708231999410422,DPMDpH_x0.073_P1T3.csv
0.05003029785118317,0.10767484749609879,DPMDpH_x0.073_P1T3.csv
0.05082500922584236,0.10609984174938858,DPMDpH_x0.073_P1T3.csv
0.05105896964609475,0.10657514450867056,DPMDpH_x0.073_P1T3.csv
0.05094572272758998,0.10848637440758291,DPMDpH_x0.073_P1T3.csv
0.05115248595477507,0.10847230494341875,DPMDpH_x0.073_P1T3.csv
0.050917996450465394,0.10974186962228383,DPMDpH_x0.073_P1T3.csv
0.050975008580075504,0.10840691548564219,DPMDpH_x0.073_P1T3.csv
0.05154890336767012,0.1062584421431787,DPMDpH_x0.073_P1T3.csv
0.05067804343429117,0.10784525610546791,DPMDpH_x0.073_P1T3.csv
0.05111369055088468,0.10707276295704005,DPMDpH_x0.073_P1T3.csv
0.05086050190042258,0.10747396947653687,DPMDpH_x0.073_P1T3.csv
0.05088817085664749,0.1072494669509595,DPMDpH_x0.073_P1T3.csv
0.05154564312077518,0.106580303253349,DPMDpH_x0.073_P1T3.csv
0.05154120007561833,0.10622065727699526,DPMDpH_x0.073_P1T3.csv
0.05199312236873712,0.10522737573651608,DPMDpH_x0.073_P1T3.csv
0.0510499570302283,0.10846540974986851,DPMDpH_x0.073_P1T3.csv
0.051498760599722915,0.10880404852273573,DPMDpH_x0.073_P1T3.csv
0.05239104163723967,0.10628276228823219,DPMDpH_x0.073_P1T3.csv
0.0523947773139575,0.10590772548717553,DPMDpH_x0.073_P1T3.csv
0.05216412427072278,0.1065065840433772,DPMDpH_x0.073_P1T3.csv
0.05204586454478513,0.10628357860313009,DPMDpH_x0.073_P1T3.csv
0.05284826907644971,0.10447761194029848,DPMDpH_x0.073_P1T3.csv
0.053787748139102386,0.10245298446443174,DPMDpH_x0.073_P1T3.csv
0.05384345439090391,0.1023849674777162,DPMDpH_x0.073_P1T3.csv
0.0537061362356915,0.1018289274019647,DPMDpH_x0.073_P1T3.csv
0.05386376970683423,0.10017476962186211,DPMDpH_x0.073_P1T3.csv
0.054031294488509254,0.09877227722772275,DPMDpH_x0.073_P1T3.csv
0.05402078062285048,0.10017230576441105,DPMDpH_x0.073_P1T3.csv
0.05473922730744226,0.10155224341648006,DPMDpH_x0.073_P1T3.csv
0.05462986198243413,0.10074745547073793,DPMDpH_x0.073_P1T3.csv
0.0546031378705386,0.10099641291351136,DPMDpH_x0.073_P1T3.csv
0.0547293529408079,0.10093204811598822,DPMDpH_x0.073_P1T3.csv
0.05480762649110471,0.10096540627514083,DPMDpH_x0.073_P1T3.csv
0.05433295154780254,0.09943548387096779,DPMDpH_x0.073_P1T3.csv
0.05334240293152819,0.10115014967701275,DPMDpH_x0.073_P1T3.csv
0.053748280444506066,0.10168525604494016,DPMDpH_x0.073_P1T3.csv
0.053830958645761255,0.10049237226571961,DPMDpH_x0.073_P1T3.csv
0.05403640300767025,0.09956675224646983,DPMDpH_x0.073_P1T3.csv
0.053873625512985183,0.10023652230650026,DPMDpH_x0.073_P1T3.csv
0.05325750961561151,0.10134338911147778,DPMDpH_x0.073_P1T3.csv
0.05309054005165126,0.10342619276336851,DPMDpH_x0.073_P1T3.csv
0.05363423940738531,0.10154102457309455,DPMDpH_x0.073_P1T3.csv
0.05449394829712213,0.09998344644926338,DPMDpH_x0.073_P1T3.csv
0.05450820690597781,0.09940031216626966,DPMDpH_x0.073_P1T3.csv
0.05432464372395015,0.10066837197788592,DPMDpH_x0.073_P1T3.csv
0.05442406854572946,0.1015244891339604,DPMDpH_x0.073_P1T3.csv
0.05529523337896109,0.09863945578231292,DPMDpH_x0.073_P1T3.csv
0.058256926285127936,0.13281414439065464,DPMDpH_x0.073_P1T3.csv
0.05580548085148283,0.10069444444444442,DPMDpH_x0.073_P1T3.csv
0.055044487546565685,0.10076935942465293,DPMDpH_x0.073_P1T3.csv
0.05489805898400377,0.10111530260783996,DPMDpH_x0.073_P1T3.csv
0.055330224119497486,0.1009787538792074,DPMDpH_x0.073_P1T3.csv
0.05619175328900143,0.0982418131822348,DPMDpH_x0.073_P1T3.csv
0.05595403920717331,0.10009362498936081,DPMDpH_x0.073_P1T3.csv
0.05451677694474435,0.10455612203609288,DPMDpH_x0.073_P1T3.csv
0.05455979546876275,0.10386998149489102,DPMDpH_x0.073_P1T3.csv
0.054619126759966455,0.10232823184630413,DPMDpH_x0.073_P1T3.csv
0.05476417988820335,0.10147904683648312,DPMDpH_x0.073_P1T3.csv
0.0544833595553799,0.10272571007612341,DPMDpH_x0.073_P1T3.csv
0.0550141847096883,0.10063269493844051,DPMDpH_x0.073_P1T3.csv
0.05537194323210006,0.09973427812223201,DPMDpH_x0.073_P1T3.csv
0.05551998056455761,0.10027631696229611,DPMDpH_x0.073_P1T3.csv
0.056302502083192575,0.09819712638418598,DPMDpH_x0.073_P1T3.csv
0.05643773466833542,0.09773954424819253,DPMDpH_x0.073_P1T3.csv
0.056538069676556016,0.09709831095712429,DPMDpH_x0.073_P1T3.csv
0.056553494929200004,0.09751269472415869,DPMDpH_x0.073_P1T3.csv
0.05708773416457343,0.10029350104821799,DPMDpH_x0.073_P1T3.csv
0.057352067839733754,0.09644268774703557,DPMDpH_x0.073_P1T3.csv
0.0572282957420792,0.09887487214456192,DPMDpH_x0.073_P1T3.csv
0.05742037091192669,0.09718321844949362,DPMDpH_x0.073_P1T3.csv
0.057420914898726104,0.09618859158564919,DPMDpH_x0.073_P1T3.csv
0.057315416298415744,0.09604130808950084,DPMDpH_x0.073_P1T3.csv
0.05732801671461718,0.09943482868244435,DPMDpH_x0.073_P1T3.csv
0.056390186036291444,0.10229508196721315,DPMDpH_x0.073_P1T3.csv
0.040375738330347466,0.08448821475338275,DPMDpH_x0.073_P1T3.csv
0.04274542322436182,0.0831557101189141,DPMDpH_x0.073_P1T3.csv
0.042819600371191584,0.08536513718347927,DPMDpH_x0.073_P1T3.csv
0.05660403603592465,0.09893244234373721,DPMDpH_x0.073_P1T3.csv
0.05722157512107991,0.10953160155451014,DPMDpH_x0.073_P1T3.csv
0.05707909346060164,0.09563174382178907,DPMDpH_x0.073_P1T3.csv
0.0553126731955922,0.09920201595968081,DPMDpH_x0.073_P1T3.csv
0.05522633388844432,0.10007626472332853,DPMDpH_x0.073_P1T3.csv
0.05589028908929997,0.09987239472564868,DPMDpH_x0.073_P1T3.csv
0.05589028908929997,0.09936197362824328,DPMDpH_x0.073_P1T3.csv
0.05605290246108737,0.09863518378966762,DPMDpH_x0.073_P1T3.csv
0.05535443913441708,0.10106686212232263,DPMDpH_x0.073_P1T3.csv
0.0550127185057713,0.10414978116388396,DPMDpH_x0.073_P1T3.csv
0.05568201257241313,0.10157415078707543,DPMDpH_x0.073_P1T3.csv
0.05578310753175695,0.1023359288097887,DPMDpH_x0.073_P1T3.csv
0.055522776464888936,0.10156117427456302,DPMDpH_x0.073_P1T3.csv
0.05609252999557221,0.10100299137779345,DPMDpH_x0.073_P1T3.csv
0.054625059181444446,0.1033115864233215,DPMDpH_x0.073_P1T3.csv
0.05478297248583714,0.1039987229627265,DPMDpH_x0.073_P1T3.csv
0.05458113212282441,0.10311887655127372,DPMDpH_x0.073_P1T3.csv
0.05484126385642108,0.10312938650813308,DPMDpH_x0.073_P1T3.csv
0.05510882742206355,0.10094354969904018,DPMDpH_x0.073_P1T3.csv
0.055304189945482904,0.0989105058365759,DPMDpH_x0.073_P1T3.csv
0.05607313465408958,0.09624654286843148,DPMDpH_x0.073_P1T3.csv
0.05711243515099341,0.09452575402280261,DPMDpH_x0.073_P1T3.csv
0.057069811023064264,0.09705019556714467,DPMDpH_x0.073_P1T3.csv
0.05632320232447513,0.09925032594524119,DPMDpH_x0.073_P1T3.csv
0.05766460748403424,0.09407725321888416,DPMDpH_x0.073_P1T3.csv
0.057495384252041384,0.09471137227791215,DPMDpH_x0.073_P1T3.csv
0.05588477563718081,0.0972505507057192,DPMDpH_x0.073_P1T3.csv
0.05622016825503249,0.09640263750938982,DPMDpH_x0.073_P1T3.csv
0.05585310237228468,0.09809698224380925,DPMDpH_x0.073_P1T3.csv
0.05373039981738688,0.10446760982874159,DPMDpH_x0.073_P1T3.csv
0.05293368970344915,0.1059217226829623,DPMDpH_x0.073_P1T3.csv
0.05305663119846452,0.10462393912788992,DPMDpH_x0.073_P1T3.csv
0.053323788062966754,0.10410599883517768,DPMDpH_x0.073_P1T3.csv
0.053040278146179225,0.10688129939815827,DPMDpH_x0.073_P1T3.csv
0.05286958782168739,0.10594484464818454,DPMDpH_x0.073_P1T3.csv
0.05349292339109964,0.10452779438135085,DPMDpH_x0.073_P1T3.csv
0.05282016959533266,0.10688681294807734,DPMDpH_x0.073_P1T3.csv
0.05138920208597142,0.11001745200698076,DPMDpH_x0.073_P1T3.csv
0.050985035314378695,0.11217038539553748,DPMDpH_x0.073_P1T3.csv
