,0.073
126,0.0099761661933001
127,0.0091394180423151
128,0.0077114916963732
131,0.0053398926507066
132,0.0095760263033249
133,0.0096167150166017
135,0.0072184103398121
138,0.0101140545724237
139,0.0071898403437285
142,0.0151240354035726
143,0.0079989962938998
144,0.0115187512956629
145,0.0088989103900498
146,0.008811707894893
147,0.0078489573039724
148,0.010484892802069
149,0.0079467928328011
150,0.0115513787323886
151,0.0096314685666401
152,0.0083929045395432
153,0.0086584691428523
154,0.0070341764809136
155,0.0060531742876653
156,0.0080244736941953
157,0.0115059837186446
158,0.0090006588798586
160,0.009358051799844
161,0.007039943871272
162,0.0055597879901012
163,0.012125533710079
164,0.0089040727402163
165,0.0146982619875184
166,0.0125646659400967
168,0.0129343456204358
169,0.0092794354019563
170,0.0102106537124776
172,0.0090991587272616
173,0.0116448074565663
175,0.0100939627984533
176,0.0083331228548355
177,0.0076304034798616
178,0.0124002831447675
179,0.0103429393892917
180,0.0116914547386047
181,0.0075446648098736
182,0.0098132170473923
184,0.0080243022475992
185,0.0071495851122648
187,0.0050992958417679
188,0.013715373758023
191,0.0088243384992909
192,0.0133146217242514
193,0.0083386843961234
194,0.0093174769807082
195,0.0080447728360853
196,0.0107557616114204
197,0.0088757034468385
198,0.0076212634377261
200,0.0071337616400756
201,0.0043228203819017
202,0.0063229642557912
203,0.0118351510897257
204,0.0070950309014373
205,0.0124064695456803
207,0.0099182577438169
208,0.0125669596667493
209,0.0132902990289746
210,0.0105663407081954
211,0.0078565609068054
212,0.0117650973431113
213,0.0062223552060133
214,0.0118113023989787
217,0.0050118305645227
220,0.0109599917051432
221,0.0090590844741604
222,0.0073406236290086
224,0.012956725791169
225,0.0083182873722639
226,0.0080329429675521
227,0.010109446828593
228,0.00820526230722
229,0.008128196160638
230,0.0061490282511782
231,0.0131496644774847
232,0.0077575138059818
233,0.0113086633076754
236,0.0124415566840511
237,0.0075121093786593
238,0.0089130357511127
239,0.0077468171028897
240,0.0103681138500207
241,0.0135371598333914
242,0.0062934511340919
244,0.0131821303378192
245,0.0100286711296997
246,0.0086808777842247
247,0.0080110751409033
248,0.0085958968688285
249,0.0093286109490862
251,0.0072998903435014
253,0.0101933794801079
254,0.007469679572497
255,0.0065970548372684
257,0.0140854343446673
258,0.0096628307508804
259,0.013223953929147
261,0.0093607444773544
263,0.0069944514826774
264,0.0097064630084723
266,0.0138853506879754
267,0.0097574699491356
269,0.0115388598032033
272,0.0095431177882976
273,0.0144520144873511
274,0.0123755868038488
275,0.0062438792564229
276,0.0149360108226967
277,0.0112156535344686
278,0.0086748124331658
279,0.0107275472698335
282,0.0077842408469222
283,0.014286214681024
284,0.0084044576531783
285,0.0104647522869716
286,0.0078409349469679
287,0.0080679308031825
289,0.0125369580243273
291,0.0110619744156391
292,0.0136525365455637
293,0.00860255300804
295,0.0071269027465201
296,0.0088796117730429
297,0.0075557849058764
298,0.0100532738701008
299,0.0110234702144195
300,0.0109415139351858
301,0.0074550641847521
302,0.0094362891813419
303,0.0098711326554955
304,0.0095190122937297
305,0.0076768717778448
306,0.0109185002455745
307,0.0084981251259684
308,0.0088027575452312
309,0.0110209735774891
311,0.0099768807138287
312,0.0089956625509933
314,0.0120644217428162
317,0.0102804160580005
319,0.0152139328807102
320,0.0106164657604228
321,0.0072894184431407
322,0.0095220850832206
323,0.009599993716978
324,0.0093744226148567
325,0.0068196010155333
326,0.0101324712303934
327,0.0112883223120533
328,0.010829639286669
329,0.0073396236620075
330,0.0085229527569832
331,0.0111940914961507
332,0.0096603051941735
333,0.0105270496670611
335,0.0059393947376722
336,0.0058874585071886
338,0.0117258307430285
339,0.0134688620348323
341,0.006725332828997
342,0.0068527591145118
343,0.005455377208145
344,0.0151718228837405
345,0.0099158763398105
346,0.0099224027582144
348,0.0091639993216773
349,0.009321695874857
350,0.0068048245070564
351,0.0132944712056192
352,0.008785513925974
353,0.0141356458541668
354,0.0070959061505694
355,0.0086261545456416
356,0.0086549181964534
358,0.0109156254223885
359,0.0117169771160967
360,0.013672441702301
361,0.0124603479594356
362,0.0090704783338752
363,0.0076694310737119
364,0.0109480694542461
365,0.0086418929730873
366,0.0095119990458294
368,0.0106886104217568
369,0.0099927499267622
371,0.0092672228818296
372,0.0082558393857696
374,0.0084524640518123
375,0.0107545048755805
377,0.007639727726517
379,0.0063112225776495
380,0.01045232045746
382,0.0064416366213302
385,0.0103557236249974
387,0.0116623175220341
388,0.0083918377797229
389,0.009249689478981
390,0.0101580417387514
391,0.0075530425949382
392,0.0095178858985317
394,0.0115757226394253
395,0.0080724898671364
396,0.008445112992781
397,0.0075245582045329
400,0.0108852940939158
401,0.0094982244731834
402,0.0080820666783105
403,0.0082723772606415
404,0.0092496614721014
405,0.0103679877012001
407,0.0097876842357763
408,0.0100862411594882
409,0.008130727701546
410,0.0123533326758712
412,0.011760802293481
413,0.009298016740394
414,0.0122492453794137
415,0.0107099740637603
416,0.0067053338524721
417,0.0121086121713843
418,0.0099822099419014
419,0.0086518749763854
420,0.0094531521454347
421,0.0099387544597118
422,0.0113982691701762
423,0.0093123692967811
424,0.0108049867096199
425,0.0117282816088971
426,0.0073226597469459
427,0.0112064840055015
428,0.0087676040150276
429,0.0073472101725137
430,0.0108329946388634
431,0.0086927288105365
432,0.0125728979270363
434,0.0090163175681507
435,0.0057153849872921
436,0.0050878316217796
437,0.0124307082749169
438,0.0122318306033418
439,0.0092203344204187
440,0.0062163058528219
441,0.0085477437939761
443,0.0076637113291811
444,0.0095620543656241
445,0.0093115464977829
447,0.0097702315713148
448,0.0086694182389322
449,0.0122282596758762
450,0.0062838198775458
452,0.0092036957490206
453,0.0058470875845675
454,0.0078348227857122
457,0.0098499232427838
458,0.0108365821413527
463,0.0091160221042916
464,0.0087492291090917
465,0.0126991377391452
466,0.0110015666606126
468,0.0058956436101744
470,0.0102628624938725
471,0.0087056645232602
472,0.0094025767014652
473,0.0074589230367939
474,0.0072641083479102
475,0.0090206639234423
476,0.0078898702759714
478,0.0099768176047893
479,0.0060140937833305
481,0.0080211775857018
482,0.006427080083915
483,0.0090518128865022
484,0.0068287413324246
485,0.0098255767547018
486,0.0106229301179654
487,0.0100081930661728
488,0.0094605173782591
492,0.0053877543379751
493,0.010118166440304
494,0.011111035520693
496,0.0099787342812179
498,0.0064403041564041
499,0.0094461006805276
501,0.0086757586315491
502,0.010653087726162
503,0.011283937759863
504,0.008162325116998
505,0.0076914240888781
506,0.0101010727680291
507,0.0077604842557253
508,0.0113485316591658
509,0.0090254862788181
510,0.0107777015287728
512,0.00628674456578
514,0.0130170568897371
517,0.0103432297335594
519,0.0083113791439857
523,0.0111293353465227
524,0.0078771554408879
525,0.012715521324322
527,0.0069114641591097
528,0.0091988389375535
529,0.0069914711369655
530,0.0065041949704241
531,0.0117991225442876
532,0.0079638242270087
533,0.0056411716203149
534,0.0155424114996614
535,0.012832382997637
537,0.0073214175011891
538,0.0105293746091642
539,0.0118486094238306
540,0.0093812752453068
541,0.0093186849114456
542,0.0084326972113104
543,0.0086133436236524
544,0.0076983930939564
545,0.0056686871355512
546,0.0083198986133587
547,0.0053058797915837
548,0.0109061409459867
549,0.0083011485236996
551,0.0076563378181088
552,0.0090779103640162
553,0.0151429992201617
554,0.0131683424509645
555,0.0106824947011053
557,0.0110853310806963
558,0.0145013681395
559,0.0135357851644456
560,0.0089548363298763
561,0.006297580620232
562,0.0093608141490081
563,0.0135589909921534
564,0.0108781303924792
565,0.0120926541840988
566,0.0087469719079399
567,0.012831783575642
568,0.0078158601408789
569,0.006884478524273
570,0.0090292796383158
571,0.0140462095384287
572,0.0100591196887545
573,0.010139651211896
575,0.0129529391660876
577,0.0090597460361388
578,0.0071021626509883
579,0.0116642496515754
580,0.008131090494683
581,0.0089211629602472
583,0.0079090761580633
584,0.0084326736509575
586,0.0095379906976026
587,0.0084236825934681
588,0.0099002917894439
590,0.0078226704334845
591,0.0114235051456222
592,0.0118709416817399
593,0.0130994573947805
595,0.0100692896241949
596,0.0077306391139836
597,0.0073509434466179
598,0.0097538083364362
599,0.0087195907757748
600,0.0085138859350559
601,0.0064408419194583
602,0.0116972809842299
603,0.0069116395739402
604,0.010748974244527
605,0.0107963978306884
607,0.0067860815330454
608,0.0107339603719984
609,0.011054321688754
611,0.0088641379286486
613,0.0101170129923318
614,0.0064906162254792
615,0.0089762735447818
616,0.0084834291375474
617,0.0095623520766113
618,0.0109924143939428
619,0.0100741749684724
620,0.0060592842446267
621,0.0117822240743561
622,0.0076720232551832
623,0.009437392261038
624,0.0091651157223625
625,0.0088797508171333
627,0.0091003605112796
628,0.0132499404087676
631,0.0102298193977441
632,0.0078368637911015
634,0.0068217010113309
635,0.0117811690772913
637,0.0072543192554019
638,0.0097195356210524
639,0.0076504716684546
640,0.0064763571168709
641,0.0078677350464245
642,0.0099829288012109
643,0.0128474054654147
644,0.0078921269463748
645,0.0142351126748543
646,0.0106808739146311
647,0.0086859378659741
650,0.0086307765249615
651,0.010149019574154
653,0.0137229966077809
654,0.005591886456374
655,0.0077911582656273
657,0.0091788034322114
658,0.0079569290733892
661,0.0102461774147136
663,0.0086611692459032
664,0.0103159287079372
665,0.0106778561647736
666,0.0067800625208028
667,0.0101185739189195
668,0.0059493249542267
671,0.0049456276116692
672,0.0124010037124165
673,0.0082078993050074
674,0.011116644368928
675,0.0080588401923835
676,0.0120307822013489
678,0.0133945798355662
680,0.0085263194693682
681,0.0091560134376079
683,0.007788817206667
684,0.009857794224208
685,0.0074802124398455
688,0.0063374110210619
689,0.01399766908876
690,0.0119876326696524
691,0.0081844609802409
692,0.0080590162552404
693,0.0099634092871598
695,0.0085702486612486
697,0.0117190151035391
698,0.0072397153917998
700,0.0067866283648559
701,0.013923988918306
702,0.0101340749219883
703,0.0072004859821803
704,0.0086504362157704
706,0.0062939945959542
708,0.0139552644426203
709,0.0108352857311723
710,0.010250167437447
712,0.0089231386285947
713,0.0098819009904596
714,0.0095699939223807
715,0.0135596837512398
716,0.0109380977039068
717,0.0116368897480529
718,0.0096063129545287
719,0.0095109084688159
720,0.0066358636016979
721,0.007945099196431
722,0.0065989702972866
723,0.012256538226405
724,0.0067571864388781
725,0.0117469388013987
727,0.0116846859839185
728,0.0105692032728188
730,0.0099713098898337
731,0.007004926729238
734,0.0092266640898156
735,0.007337335193961
736,0.0088442054766914
737,0.0091122715419019
738,0.0101073958583596
739,0.010617146375446
740,0.0121043181645248
744,0.0103589673744848
745,0.0109328955096821
746,0.0093718407397735
749,0.0067735367596656
751,0.0065166298878415
752,0.0148087424239383
753,0.0092925254835098
754,0.0080306510750399
755,0.0086649430865896
756,0.0057042024954456
757,0.012242481128216
758,0.011363018534535
759,0.0065546630128595
760,0.011780376397538
762,0.0098250080410475
763,0.007275969725447
764,0.0073236561905106
766,0.0075303586145216
767,0.0110293853159972
768,0.0082125546284894
769,0.0103070346411364
770,0.0121101905785069
771,0.0127474295099315
772,0.0111094845742917
773,0.0154228051932009
774,0.0153286746430489
776,0.0117156070154557
777,0.0098119747054659
778,0.0081497176356939
779,0.0058882204156786
780,0.0079384270703105
781,0.0159167530768626
785,0.0080664521573937
786,0.0076712706497921
787,0.0111886677520968
789,0.0104164469909338
790,0.0118479048905724
791,0.0103012443998538
792,0.0093549772725977
793,0.0075291327450646
794,0.010852430619533
795,0.0110227219778184
797,0.0070150827993996
799,0.0066543009013507
800,0.008615322047942
801,0.0087523796819159
803,0.0115764957167063
804,0.0091183943767647
805,0.0084444735877511
806,0.0101046737721702
807,0.0052647967905154
808,0.0104387935476807
809,0.0082086094159862
810,0.0101782859742932
811,0.0101228632650499
812,0.0081969064250865
813,0.0059734600161724
814,0.0104827222795216
815,0.0060340675466056
816,0.0100342331877574
817,0.0124307926851941
818,0.0099438307203024
819,0.0083134145327413
822,0.0139820835873028
823,0.0128534428969491
824,0.0081238212835674
826,0.0090850991591356
827,0.0080368665558229
828,0.0111155873671845
829,0.0098413403605782
830,0.010853056190801
831,0.0087208342034924
832,0.007481664129507
833,0.0112695501447123
834,0.0090858042322708
835,0.0059779833601311
836,0.0096587189496712
837,0.007705839901879
838,0.0124596112438149
839,0.0051162812624722
841,0.0116811144150624
842,0.0081344519714885
843,0.0069026648262681
844,0.007323933098843
845,0.0129464009900771
846,0.0094096781191991
847,0.0097600695081653
850,0.0086566857771566
852,0.006776155352403
853,0.0072394346286378
854,0.0084318805208134
855,0.0072805571748533
857,0.0072635954328806
858,0.008926609863464
859,0.0102249487178947
860,0.007933557737908
861,0.0069783021249423
862,0.0115156896390626
863,0.0090091594047785
864,0.0084533024810003
865,0.0117200295276585
867,0.0105023229892596
868,0.0108613588967217
869,0.015732283185576
870,0.0082473352443427
871,0.0076731897339986
873,0.01170142710438
874,0.007742808474572
875,0.0048177192356398
876,0.0111141818163055
877,0.0103823764830448
878,0.007610587169113
879,0.0118686563039903
880,0.0098475099906233
881,0.0096839883070503
883,0.0099555479389393
884,0.0083192480756557
885,0.0055347699299608
891,0.0074013640196551
892,0.0048294601051374
893,0.0152056187844745
894,0.0121901224763973
896,0.0070404431144102
897,0.010533421818455
900,0.0088451546775041
902,0.0074746468142628
903,0.0148241242081019
904,0.0097013021234759
905,0.0121133998112597
907,0.0059651300400523
908,0.0118704628405951
909,0.0119258836641828
910,0.0081091076264197
911,0.0092454546527001
912,0.0102071030602904
913,0.0119109544783743
914,0.0108620181547121
915,0.0056971716875657
916,0.0097511194401759
917,0.0110426365127823
918,0.0072805771308767
919,0.0115504512342181
920,0.0106476324087009
921,0.0138242271041344
922,0.0098694593704136
923,0.0101787615153493
924,0.0144934805315289
925,0.0088954251610289
928,0.0080208924668733
929,0.0096041916774763
930,0.0093104410224563
931,0.0120355040927629
932,0.0084617768886741
933,0.010084841896547
934,0.0078831584997965
935,0.0091220799700131
936,0.0062755063412168
937,0.0093172798218006
938,0.0091523618479579
939,0.0114838282820046
940,0.0115339636099598
941,0.0100439348536353
942,0.0073329585378603
943,0.0092512808584664
944,0.0070845775954629
945,0.0057884985661102
949,0.012212940620188
950,0.0104398875407379
951,0.0068420337874174
952,0.0067393722227768
954,0.0094936798700241
956,0.014719324538364
957,0.0059716554257353
958,0.0096505890904627
959,0.0074303934897111
961,0.0130933152040046
962,0.0138278983692087
964,0.0098569847726496
965,0.0106729216721287
966,0.0106082018645522
967,0.0130307018377409
969,0.0095154634416112
971,0.0108589392224337
972,0.008302581919807
974,0.0105265411861001
975,0.0072723964753582
976,0.0117479392922858
977,0.0097459566938093
978,0.009601409127985
979,0.0106138048024113
980,0.0107708835532399
981,0.0037169182064425
983,0.0052875215835048
984,0.0102510118138657
985,0.0100542917676118
986,0.0126758102848271
987,0.01008342722685
988,0.0080004572981704
990,0.0088396327113873
991,0.0110190227134416
993,0.0069806357393576
995,0.0075971151249059
996,0.007364267169247
997,0.0137648155462355
998,0.0104159405248157
999,0.0101945579402022
1001,0.0077033035211294
1002,0.0063514066867018
1003,0.0075912387602472
1004,0.0095434896785912
1005,0.0149557995041268
1006,0.0105212795003844
1007,0.0098470398006269
1008,0.0071053591740008
1009,0.0113018341581291
1012,0.0084677180287418
1013,0.0105459922323581
1014,0.012000731751233
1017,0.0099117551700353
1020,0.010322892961238
1021,0.0089315450399257
1022,0.0057505490076514
1023,0.0113367710691212
1025,0.0091176375856794
1026,0.0088284254056332
1027,0.0083979732991936
1028,0.0094064800246018
1029,0.0098275587166294
1030,0.0085882695763189
1033,0.0094017604530258
1035,0.0070482024478439
1036,0.01008140989109
1037,0.0092684780186438
1038,0.0075796553334343
1039,0.0088795840812393
1041,0.0087159983695397
1042,0.011912955781086
1046,0.0134418974002913
1048,0.0087573271063069
1049,0.0084337704914681
1051,0.0112926211025344
1052,0.0082286975491499
1053,0.0075808597757281
1054,0.0130926057631628
1055,0.0067525460769991
1056,0.0120076639189791
1057,0.0118090788828085
1058,0.0095598314309256
1059,0.0093434976164143
1060,0.0126338836770817
1061,0.0063160253726765
1063,0.0090332929808191
1064,0.010307206474304
1065,0.0071989530843175
1066,0.0064837107927508
1067,0.0075481724220388
1068,0.0107728422234934
1069,0.0095085536966418
1070,0.0113923093275138
1073,0.012307656302753
1074,0.010077857537833
1075,0.0146202912579846
1076,0.0147541350867514
1077,0.0112087561383567
1079,0.0068444515737178
1080,0.0091828639809917
1082,0.0090732632778131
1083,0.0116589676487616
1085,0.008312144635945
1086,0.0083913294919042
1087,0.0119624581927741
1088,0.0098419198078217
1089,0.0115638962957259
1090,0.0119129427715874
1091,0.0081581898456316
1092,0.0109379147948895
1094,0.0106387941825485
1095,0.0080844295158598
1096,0.0070370565091361
1097,0.0115276980402191
1099,0.0094362404056882
1100,0.0076535835578649
1101,0.009657537304684
1102,0.0047616023672005
1103,0.0108204147742358
1104,0.0082661014698392
1105,0.0084424608050541
1106,0.00704521566245
1110,0.0128854380064384
1111,0.0081720900661284
1112,0.0099623775281621
1113,0.0052065635085311
1114,0.0102031416392784
1115,0.0094516566503442
1116,0.0115792529944765
1117,0.0114245160917764
1118,0.0080761931498081
1119,0.0089800734707048
1120,0.0068424369921827
1122,0.0093672661125721
1123,0.0088116966563107
1124,0.0110553558818854
1125,0.0114579563171599
1126,0.0075029280635588
1127,0.0128348275481675
1129,0.0089516815590387
1130,0.0102334497854294
1131,0.0093698517341162
1132,0.0108751862282899
1133,0.0091804160416578
1134,0.0106056812102025
1135,0.0087970282184178
1136,0.0104555905058135
1137,0.0066295852024839
1138,0.0089703388412608
1139,0.0079514256667655
1140,0.0103240840849318
1141,0.0119036880988162
1142,0.0085931426740576
1143,0.0094733499660712
1144,0.0101933056525705
1145,0.0108229139155793
1147,0.0064803943848943
1148,0.0083818585952709
1149,0.0072239285889684
1150,0.0074573343650767
1151,0.0062633341719954
1153,0.0095080931294838
1155,0.014988357630244
1156,0.0077014397285357
1157,0.0065179199959854
1158,0.0111743171465747
1159,0.0097146894626569
1161,0.0101003509607517
1162,0.0126329375496406
1163,0.0073033922048884
1164,0.0100525761978853
1165,0.0119857825402825
1166,0.0102970249890524
1167,0.0106081113711731
1168,0.0069701399732036
1170,0.0066133029072729
1171,0.0049868544289292
1172,0.0081635259019055
1173,0.0092331664165597
1174,0.011693653775457
1175,0.0127542823799288
1176,0.0086740311242396
1177,0.0081283900167064
1178,0.0118976055736852
1179,0.0067707315127843
1180,0.009271235231451
1181,0.0076381510760629
1183,0.0088143423929962
1184,0.0096485758716213
1185,0.0074975371388589
1186,0.0081827673440341
1187,0.0061287856788027
1189,0.0134893271985252
1192,0.0106443703549074
1193,0.0086338996980886
1195,0.0103796864345985
1196,0.009494937863977
1197,0.0158851669432339
1198,0.0126051758668063
1200,0.0104471336938576
1201,0.007277794929342
1202,0.0110562477482505
1203,0.0082574582828369
1204,0.0107794101008165
1205,0.0122237222481193
1206,0.0077940415574833
1207,0.006409414037532
1208,0.0096382822452435
1209,0.0077839445174083
1212,0.0066283435937319
1213,0.0053183580987042
1214,0.0131463624687387
1215,0.0089140063563473
1217,0.0082099403590575
1218,0.0092647468015906
1219,0.0059616340737047
1220,0.0081762569972157
1221,0.0103576694260269
1223,0.0094046639273833
1224,0.0114325011999398
1225,0.0125549724882541
1226,0.0147770621481612
1227,0.0076279874951997
1228,0.0116901391059851
1229,0.0062604539398407
1230,0.0079857841581441
1231,0.0077293426002307
1232,0.0135245787499975
1233,0.0081079181047947
1234,0.010765282084574
1236,0.0084111418826677
1237,0.0125677720028824
1238,0.0119493505235084
1240,0.0096959414568407
1241,0.0105246627434837
1242,0.0111254783404875
1244,0.0076692873790015
1245,0.0132355136903737
1247,0.0090869597751467
1248,0.0063470757408752
1249,0.0112900984393523
1251,0.008780357509177
1252,0.008540340364674
1253,0.0093496602246315
1254,0.0066711759297122
1255,0.0091696984641594
1257,0.0070716384507023
1259,0.006252236268546
1260,0.0046958865753629
1261,0.0101673001208931
1263,0.0084603334433058
1264,0.0101644790720858
1267,0.0093757420158057
1270,0.0088516717033218
1271,0.0083647183144323
1273,0.0056225533822158
1274,0.0126292969735814
1275,0.0132700404466762
1276,0.0100614288519436
1277,0.0107712814002339
1278,0.0089773988009549
1279,0.0136504766167921
1281,0.0074637325786954
1282,0.007278992566164
1286,0.0075179801143959
1288,0.0092775462339111
1289,0.0080430242175419
1290,0.0113037429411279
1291,0.0120527513681156
1293,0.0098060237550101
1294,0.0107204402999911
1295,0.011112122510153
1296,0.0066345474103205
1298,0.0082821918530369
1300,0.0076413673265375
1302,0.0069211321870747
1303,0.0134568583845277
1304,0.0080676433347355
1305,0.0084690574327443
1306,0.0093941389842326
1308,0.0091677076988429
1311,0.0107968026603928
1312,0.0118407044585718
1314,0.011554924914314
1315,0.0119319413634578
1316,0.0088721329917319
1317,0.0123254236177705
1319,0.0107641905126729
1322,0.008969332141171
1324,0.0105521709162498
1325,0.007908226849555
1326,0.0111034912717724
1327,0.0102602014980731
1328,0.0077558982946113
1329,0.0087905025881073
1330,0.0071168671730777
1331,0.0097120423984036
1332,0.0091303682011515
1335,0.0057160772272622
1336,0.0090937442763825
1337,0.0060264245826009
1338,0.0104673645259439
1339,0.0068568880314562
1341,0.015479242166134
1342,0.010672196326074
1343,0.0106022335637595
1344,0.0083727037264933
1345,0.0102735138123388
1346,0.0091294125240451
1347,0.006994000018186
1348,0.013024110462103
1349,0.0069180990561271
1351,0.0093322872527146
1352,0.0113656064337565
1353,0.0102517573251363
1355,0.0109568909204931
1356,0.0084718620593523
1357,0.0086175454613365
1358,0.0071754914024518
1359,0.0095238556707206
1360,0.0096789367806596
1361,0.0094653884593281
1362,0.0084513919607641
1363,0.0115130285907379
1364,0.0151841378801832
1365,0.0069435650329511
1366,0.0054746189112491
1368,0.0112338030290394
1369,0.0158174389863272
1370,0.0072270912538568
1372,0.006572239311555
1373,0.0135655858239984
1374,0.0104086245566039
1375,0.0103512876317601
1376,0.0090249447504103
1378,0.0103132713832302
1379,0.0126519078143832
1380,0.0108203296540488
1381,0.007757877480562
1383,0.0063877201039912
1384,0.0094026772295215
1385,0.0106344702790902
1386,0.0094143615067891
1387,0.0083233645002177
1388,0.0098725346514639
1389,0.010528636548445
1390,0.0124830033556225
1391,0.0070678434987354
1392,0.010585693621469
1393,0.0109082341219353
1396,0.0137828021799278
1397,0.0083265557348569
1398,0.0092122811834391
1400,0.0085880501660604
1401,0.0107374999368473
1403,0.0105437469757999
1404,0.0079790741794975
1405,0.0090962442395292
1408,0.008002996834258
1409,0.0144970708029122
1410,0.0118038740659695
1411,0.0077480130722831
1412,0.0126457003473739
1414,0.011909959104025
1415,0.0096191695883806
1416,0.0100181026314052
1417,0.00779967216456
1418,0.0121553829276058
1419,0.0061423638365914
1420,0.008300582204586
1422,0.0099172248243876
1424,0.0117242945504674
1426,0.008489276440658
1427,0.0061169644443824
1428,0.0081420324243988
1429,0.0092564412181388
1431,0.012673350557789
1433,0.0087453013340541
1435,0.0080912833871876
1436,0.0051248001387018
1437,0.0112721551386545
1439,0.0094154012053325
1440,0.0092420204573441
1441,0.0116609797088245
1442,0.0086553428484665
1443,0.0065118975849293
1444,0.0050776360724593
1445,0.009892249139323
1446,0.0090164676480576
1447,0.0094466254919229
1450,0.0136156649988978
1451,0.0131200851855998
1452,0.0102182766841271
1453,0.011647390635502
1454,0.0065599234500482
1455,0.0097816581152173
1456,0.0127070216190828
1457,0.0110895543931772
1458,0.0077502812235729
1459,0.0059034347673067
1460,0.0057786800291865
1462,0.0089886358999845
1463,0.0114627567583912
1464,0.0084786490150865
1466,0.0084251508849596
1467,0.012413396212411
1468,0.0085659517569984
1469,0.0108901403021452
1470,0.0094559293331165
1474,0.0128655889161994
1476,0.008836468230397
1478,0.0119904877207826
1479,0.0114538466077463
1480,0.0106717345760886
1481,0.0085734168820027
1482,0.0112096440733373
1484,0.0106711870901275
1485,0.0108908767460046
1486,0.0097015682308828
1487,0.0135903686827609
1488,0.0063145165298171
1490,0.0061099721272026
1491,0.0076994413746869
1495,0.0095650335490917
1496,0.0099309374849708
1497,0.011848365135654
1498,0.0068155814752488
1499,0.0117561536586155
1500,0.0086215005871217
1502,0.0073469653109619
1503,0.0091033652780163
1506,0.0069990904227167
1508,0.0086813592806471
1509,0.0108520546939854
1510,0.0087345420969222
1511,0.0069264957796507
1513,0.0091278153262758
1514,0.0088767241504424
1515,0.009579925828752
1516,0.0098695075256281
1517,0.0114821437963868
1520,0.0050432002103819
1521,0.0050000131798553
1522,0.0070367649717041
1523,0.0102395830757758
1524,0.0113874081344444
1525,0.008081842341913
1526,0.0070530892372594
1528,0.0091791013426047
1529,0.0087496140034356
1530,0.0113661402786498
1531,0.0083745996873365
1532,0.0112686920544555
1534,0.0126373774563674
1535,0.0051655238483286
1536,0.0057257522069968
1537,0.0085319239392128
1538,0.0076739858547363
1539,0.0150574925235189
1540,0.0095622782938187
1542,0.0103649256924939
1544,0.0137778484401636
1545,0.0099944126212159
1546,0.009810755167937
1547,0.0075650372144804
1549,0.0054791441626164
1550,0.0066071801355465
1551,0.0127469776559987
1552,0.0069150915069094
1553,0.0102227335620643
1554,0.0117141607329355
1555,0.009247919944732
1557,0.0075046969714591
1559,0.0136313341587408
1560,0.0100189038930654
1561,0.005912453024651
1562,0.0058836867259812
1563,0.0144952402349325
1564,0.0106643217341857
1565,0.007374219056542
1566,0.0090686755662297
1567,0.0092570523631341
1568,0.0126012266814127
1570,0.0125938969667023
1571,0.0079761012486071
1572,0.0124756898839004
1575,0.0070775629269647
1576,0.0094320980829809
1577,0.0144083572610197
1579,0.0104099410960058
1580,0.0099115886899903
1581,0.0065260619258868
1582,0.009935543540269
1583,0.010197693590442
1586,0.0072485053629603
