,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74,76,78,80,82,84,86,88,90,92,94,96,98,100,102,104,106,108,110,112,114,116,118,120,122,124,126,128,130,132,134,136,138,140,142,144,146,148,150,152,154,156,158,160
0,0.5,0.2,0.16666666666666666,0.1111111111111111,0.028985507246376812,0.14285714285714285,0.125,0.23076923076923078,0.2631578947368421,0.10810810810810811,0.037037037037037035,0.1111111111111111,1.0,0.1,0.1,0.25,0.15384615384615385,0.5,0.06896551724137931,0.2,0.1111111111111111,0.06896551724137931,0.125,0.07142857142857142,0.5,0.14285714285714285,0.125,0.125,0.25,1.0,0.14285714285714285,0.041237113402061855,0.2222222222222222,0.037037037037037035,1.0,0.024691358024691357,0.045454545454545456,0.06818181818181818,0.3333333333333333,0.043478260869565216,0.08333333333333333,0.05263157894736842,0.125,0.2,0.05660377358490566,1.0,0.3333333333333333,1.0,0.13333333333333333,0.02040816326530612,0.08333333333333333,0.07142857142857142,0.16666666666666666,0.14285714285714285,0.07272727272727272,0.09375,0.14285714285714285,0.3333333333333333,0.2,0.09090909090909091,0.07692307692307693,0.02857142857142857,0.06666666666666667,1.0,0.08333333333333333,0.04819277108433735,0.05263157894736842,0.19047619047619047,0.06896551724137931,0.08333333333333333,0.075,0.14285714285714285,0.052083333333333336,0.1111111111111111,0.125,0.0625,0.08333333333333333,0.08571428571428572,0.07272727272727272,0.09523809523809523,0.5
1,0.5,0.05263157894736842,0.05555555555555555,0.10714285714285714,0.028985507246376812,0.043478260869565216,0.125,0.23076923076923078,0.2631578947368421,0.10810810810810811,0.0898876404494382,0.02564102564102564,0.11538461538461539,0.05555555555555555,0.15,0.11764705882352941,0.15384615384615385,0.043478260869565216,0.06896551724137931,0.2,0.14814814814814814,0.06896551724137931,0.125,0.045454545454545456,0.015384615384615385,0.14285714285714285,0.04,0.06741573033707865,0.043478260869565216,0.14285714285714285,0.13333333333333333,0.041237113402061855,0.2222222222222222,0.022727272727272728,0.12,0.024691358024691357,0.034482758620689655,0.06818181818181818,0.13636363636363635,0.07407407407407407,0.050724637681159424,0.05263157894736842,0.07692307692307693,0.2,0.05660377358490566,0.13333333333333333,0.3333333333333333,0.05555555555555555,0.13333333333333333,0.05714285714285714,0.024390243902439025,0.07142857142857142,0.09375,0.041666666666666664,0.07272727272727272,0.09375,0.14285714285714285,0.08,0.10526315789473684,0.09090909090909091,0.07692307692307693,0.07,0.10714285714285714,0.125,0.08333333333333333,0.04819277108433735,0.125,0.19047619047619047,0.06896551724137931,0.05714285714285714,0.075,0.14285714285714285,0.052083333333333336,0.1111111111111111,0.06666666666666667,0.05747126436781609,0.045454545454545456,0.08571428571428572,0.07272727272727272,0.09523809523809523,0.038461538461538464
2,0.056338028169014086,0.08536585365853659,0.08888888888888889,0.10714285714285714,0.05357142857142857,0.045454545454545456,0.16666666666666666,0.23076923076923078,0.2631578947368421,0.10810810810810811,0.0898876404494382,0.06097560975609756,0.11538461538461539,0.05555555555555555,0.15,0.11764705882352941,0.06976744186046512,0.025974025974025976,0.034482758620689655,0.2,0.14814814814814814,0.08661417322834646,0.125,0.06944444444444445,0.04,0.06349206349206349,0.04225352112676056,0.06741573033707865,0.07792207792207792,0.1388888888888889,0.13333333333333333,0.041237113402061855,0.2222222222222222,0.07894736842105263,0.12,0.02631578947368421,0.034482758620689655,0.06818181818181818,0.13636363636363635,0.07407407407407407,0.050724637681159424,0.0761904761904762,0.07692307692307693,0.2,0.05660377358490566,0.13333333333333333,0.10256410256410256,0.05555555555555555,0.125,0.05714285714285714,0.05405405405405406,0.12643678160919541,0.09375,0.044642857142857144,0.07272727272727272,0.09375,0.14285714285714285,0.08,0.10526315789473684,0.027777777777777776,0.11363636363636363,0.07,0.10714285714285714,0.10869565217391304,0.06896551724137931,0.04819277108433735,0.125,0.19047619047619047,0.033707865168539325,0.05714285714285714,0.075,0.05405405405405406,0.052083333333333336,0.14925373134328357,0.06666666666666667,0.05747126436781609,0.045454545454545456,0.08571428571428572,0.07272727272727272,0.06976744186046512,0.056179775280898875
3,0.056338028169014086,0.08536585365853659,0.08888888888888889,0.10714285714285714,0.05357142857142857,0.045454545454545456,0.16666666666666666,0.05263157894736842,0.2631578947368421,0.10810810810810811,0.0898876404494382,0.06097560975609756,0.11538461538461539,0.050505050505050504,0.15,0.08571428571428572,0.06976744186046512,0.025974025974025976,0.034482758620689655,0.11290322580645161,0.14814814814814814,0.08661417322834646,0.125,0.06944444444444445,0.04,0.06349206349206349,0.04225352112676056,0.06741573033707865,0.07792207792207792,0.1388888888888889,0.09615384615384616,0.041237113402061855,0.2222222222222222,0.07894736842105263,0.12,0.02631578947368421,0.03597122302158273,0.09195402298850575,0.13636363636363635,0.07407407407407407,0.050724637681159424,0.0761904761904762,0.06666666666666667,0.08,0.058333333333333334,0.1206896551724138,0.10256410256410256,0.06,0.125,0.05714285714285714,0.05405405405405406,0.12643678160919541,0.09375,0.044642857142857144,0.07272727272727272,0.1111111111111111,0.14285714285714285,0.08433734939759036,0.05263157894736842,0.027777777777777776,0.11363636363636363,0.07,0.10714285714285714,0.10869565217391304,0.06896551724137931,0.04819277108433735,0.125,0.19047619047619047,0.033707865168539325,0.0759493670886076,0.03260869565217391,0.05405405405405406,0.052083333333333336,0.14925373134328357,0.06666666666666667,0.05747126436781609,0.07407407407407407,0.02127659574468085,0.07272727272727272,0.06976744186046512,0.056179775280898875
4,0.056338028169014086,0.08536585365853659,0.08888888888888889,0.047619047619047616,0.05357142857142857,0.08333333333333333,0.16666666666666666,0.05263157894736842,0.2631578947368421,0.07563025210084033,0.0898876404494382,0.06097560975609756,0.0594059405940594,0.050505050505050504,0.03389830508474576,0.08571428571428572,0.06976744186046512,0.014925373134328358,0.034482758620689655,0.11290322580645161,0.14814814814814814,0.08661417322834646,0.08333333333333333,0.06944444444444445,0.04,0.06349206349206349,0.04225352112676056,0.06741573033707865,0.07792207792207792,0.1388888888888889,0.09615384615384616,0.05235602094240838,0.10975609756097561,0.07894736842105263,0.12,0.02631578947368421,0.03597122302158273,0.09195402298850575,0.046296296296296294,0.07407407407407407,0.050724637681159424,0.0761904761904762,0.06666666666666667,0.08,0.058333333333333334,0.1206896551724138,0.10256410256410256,0.06,0.125,0.05714285714285714,0.05405405405405406,0.12643678160919541,0.060240963855421686,0.044642857142857144,0.049689440993788817,0.1111111111111111,0.14285714285714285,0.08433734939759036,0.05263157894736842,0.10857142857142857,0.11363636363636363,0.07,0.10714285714285714,0.10869565217391304,0.06896551724137931,0.06666666666666667,0.125,0.036036036036036036,0.033707865168539325,0.0759493670886076,0.03260869565217391,0.05405405405405406,0.052083333333333336,0.14925373134328357,0.10084033613445378,0.05747126436781609,0.07407407407407407,0.02127659574468085,0.02830188679245283,0.06976744186046512,0.056179775280898875
5,0.056338028169014086,0.08536585365853659,0.08888888888888889,0.047619047619047616,0.05357142857142857,0.08333333333333333,0.16666666666666666,0.05263157894736842,0.03571428571428571,0.07563025210084033,0.0898876404494382,0.06097560975609756,0.0594059405940594,0.050505050505050504,0.03389830508474576,0.08571428571428572,0.10526315789473684,0.014925373134328358,0.053497942386831275,0.11290322580645161,0.08247422680412371,0.08661417322834646,0.08333333333333333,0.06944444444444445,0.04,0.06349206349206349,0.0594059405940594,0.06741573033707865,0.07792207792207792,0.1388888888888889,0.09615384615384616,0.05235602094240838,0.10975609756097561,0.07894736842105263,0.12,0.02631578947368421,0.03597122302158273,0.09195402298850575,0.046296296296296294,0.058823529411764705,0.050724637681159424,0.0761904761904762,0.06666666666666667,0.08,0.058333333333333334,0.1206896551724138,0.10256410256410256,0.06,0.125,0.031007751937984496,0.05405405405405406,0.12643678160919541,0.060240963855421686,0.044642857142857144,0.049689440993788817,0.1111111111111111,0.056910569105691054,0.08433734939759036,0.05263157894736842,0.10857142857142857,0.11363636363636363,0.07,0.10714285714285714,0.10869565217391304,0.06896551724137931,0.06666666666666667,0.125,0.036036036036036036,0.04020100502512563,0.0759493670886076,0.03260869565217391,0.05405405405405406,0.05426356589147287,0.14925373134328357,0.10084033613445378,0.05747126436781609,0.07407407407407407,0.08333333333333333,0.02830188679245283,0.06930693069306931,0.056179775280898875
6,0.07239819004524888,0.08536585365853659,0.08888888888888889,0.047619047619047616,0.05357142857142857,0.08333333333333333,0.16666666666666666,0.07317073170731707,0.03571428571428571,0.07563025210084033,0.0898876404494382,0.06097560975609756,0.0594059405940594,0.050505050505050504,0.08333333333333333,0.07692307692307693,0.10526315789473684,0.06542056074766354,0.053497942386831275,0.11290322580645161,0.08247422680412371,0.08661417322834646,0.08333333333333333,0.06944444444444445,0.04,0.06878306878306878,0.0594059405940594,0.06741573033707865,0.07792207792207792,0.1388888888888889,0.09615384615384616,0.05235602094240838,0.10975609756097561,0.07894736842105263,0.12,0.051094890510948905,0.03597122302158273,0.09195402298850575,0.046296296296296294,0.058823529411764705,0.050724637681159424,0.0761904761904762,0.06666666666666667,0.08,0.058333333333333334,0.1206896551724138,0.06172839506172839,0.06,0.125,0.031007751937984496,0.05405405405405406,0.12643678160919541,0.060240963855421686,0.044642857142857144,0.049689440993788817,0.1111111111111111,0.056910569105691054,0.08433734939759036,0.05263157894736842,0.10857142857142857,0.11363636363636363,0.07,0.10714285714285714,0.10869565217391304,0.06896551724137931,0.06666666666666667,0.125,0.036036036036036036,0.04020100502512563,0.0759493670886076,0.10572687224669604,0.02142857142857143,0.05426356589147287,0.14925373134328357,0.10084033613445378,0.08717948717948718,0.07407407407407407,0.08333333333333333,0.02830188679245283,0.06930693069306931,0.056179775280898875
7,0.07239819004524888,0.08536585365853659,0.08888888888888889,0.047619047619047616,0.05357142857142857,0.08333333333333333,0.019230769230769232,0.07317073170731707,0.03571428571428571,0.07563025210084033,0.0898876404494382,0.08368200836820083,0.0594059405940594,0.050505050505050504,0.08333333333333333,0.07692307692307693,0.10526315789473684,0.06542056074766354,0.053497942386831275,0.11290322580645161,0.08247422680412371,0.08661417322834646,0.08333333333333333,0.08264462809917356,0.04,0.06878306878306878,0.0594059405940594,0.07174887892376682,0.07792207792207792,0.07142857142857142,0.09615384615384616,0.05235602094240838,0.10975609756097561,0.07894736842105263,0.11940298507462686,0.051094890510948905,0.03597122302158273,0.09195402298850575,0.046296296296296294,0.058823529411764705,0.050724637681159424,0.0761904761904762,0.06666666666666667,0.08,0.058333333333333334,0.1206896551724138,0.06172839506172839,0.06,0.125,0.031007751937984496,0.05405405405405406,0.12643678160919541,0.060240963855421686,0.056,0.049689440993788817,0.1111111111111111,0.056910569105691054,0.08433734939759036,0.07428571428571429,0.10857142857142857,0.03731343283582089,0.07,0.10416666666666667,0.06015037593984962,0.06896551724137931,0.06666666666666667,0.125,0.036036036036036036,0.04020100502512563,0.0759493670886076,0.10572687224669604,0.02142857142857143,0.05426356589147287,0.14925373134328357,0.10084033613445378,0.08717948717948718,0.07407407407407407,0.08333333333333333,0.050505050505050504,0.06930693069306931,0.056338028169014086
8,0.07239819004524888,0.08536585365853659,0.08888888888888889,0.047619047619047616,0.07169811320754717,0.08333333333333333,0.019230769230769232,0.07317073170731707,0.04046242774566474,0.07563025210084033,0.0898876404494382,0.08368200836820083,0.0594059405940594,0.07772020725388601,0.08333333333333333,0.07692307692307693,0.10526315789473684,0.06542056074766354,0.053497942386831275,0.11290322580645161,0.08247422680412371,0.08661417322834646,0.08333333333333333,0.08264462809917356,0.03986710963455149,0.06878306878306878,0.0594059405940594,0.07174887892376682,0.07317073170731707,0.07142857142857142,0.0913978494623656,0.05235602094240838,0.10975609756097561,0.07894736842105263,0.11940298507462686,0.051094890510948905,0.07829181494661921,0.09195402298850575,0.046296296296296294,0.058823529411764705,0.06209150326797386,0.0761904761904762,0.06763285024154589,0.08,0.058333333333333334,0.1206896551724138,0.06172839506172839,0.06,0.050724637681159424,0.031007751937984496,0.05063291139240506,0.12643678160919541,0.060240963855421686,0.056,0.049689440993788817,0.1111111111111111,0.056910569105691054,0.08433734939759036,0.07428571428571429,0.10857142857142857,0.03731343283582089,0.05947955390334572,0.10416666666666667,0.06015037593984962,0.06550218340611354,0.06666666666666667,0.125,0.03211009174311927,0.04020100502512563,0.0759493670886076,0.10572687224669604,0.02142857142857143,0.05426356589147287,0.14925373134328357,0.10084033613445378,0.08717948717948718,0.07407407407407407,0.08333333333333333,0.050505050505050504,0.06930693069306931,0.056338028169014086
9,0.07239819004524888,0.08571428571428572,0.08888888888888889,0.047619047619047616,0.07169811320754717,0.08333333333333333,0.08542713567839195,0.07317073170731707,0.04046242774566474,0.07563025210084033,0.06779661016949153,0.08368200836820083,0.0594059405940594,0.07772020725388601,0.08333333333333333,0.07692307692307693,0.10526315789473684,0.06542056074766354,0.053497942386831275,0.11290322580645161,0.08247422680412371,0.08661417322834646,0.08333333333333333,0.08264462809917356,0.03986710963455149,0.06878306878306878,0.0594059405940594,0.07174887892376682,0.07317073170731707,0.07142857142857142,0.0913978494623656,0.05235602094240838,0.10975609756097561,0.07894736842105263,0.11940298507462686,0.051094890510948905,0.07829181494661921,0.09195402298850575,0.1016949152542373,0.058823529411764705,0.06209150326797386,0.0761904761904762,0.06763285024154589,0.05,0.058333333333333334,0.1206896551724138,0.06172839506172839,0.0755813953488372,0.050724637681159424,0.07421875,0.05063291139240506,0.12643678160919541,0.07291666666666667,0.056,0.049689440993788817,0.1111111111111111,0.056910569105691054,0.08433734939759036,0.07428571428571429,0.10857142857142857,0.03731343283582089,0.05947955390334572,0.10416666666666667,0.06015037593984962,0.06550218340611354,0.06666666666666667,0.09497206703910614,0.03211009174311927,0.04020100502512563,0.08415841584158416,0.10572687224669604,0.05460750853242321,0.05426356589147287,0.14925373134328357,0.10084033613445378,0.08717948717948718,0.05128205128205128,0.08333333333333333,0.050505050505050504,0.06930693069306931,0.056338028169014086
