,nNB,x
0,5,0.911282359985496
1,10,0.9809283087683678
2,20,0.9907983400778363
3,40,0.9936891591655107
4,60,0.9944953873248257
5,80,0.9930472735938665
6,100,0.9937499264594385
7,150,0.9936663918150108
8,200,0.9925999103109729
9,250,0.9909574587094825
10,300,0.9892101872011403
11,400,0.9867467418730732
12,500,0.9831069363883818
13,600,0.9793618493565754
14,700,0.9755815680559067
15,800,0.971796099239033
