,nNB,x
0,5,0.008513851168144635
1,10,0.00726727461160817
2,20,0.007074569524156077
3,40,0.006987242948718444
4,60,0.006963527497279359
5,80,0.0070350752708139095
6,100,0.00706974680496637
7,150,0.007250172358027188
8,200,0.007253271628597152
9,250,0.007120022777225056
10,300,0.006735400386473113
11,400,0.00537753053154597
12,500,0.004016294573806882
13,600,0.0027182536115217953
14,700,0.0018124973924314972
15,800,0.0013308283221336922
